Epoch, Batch, Loss, BatchAccuracy, EpochAccuracy, TotalAccuracy
8, 46, 0.7131, 0.667, 0.804, 0.556
8, 47, 0.6295, 0.667, 0.801, 0.556
8, 48, 0.3260, 1.000, 0.806, 0.557
8, 49, 0.6386, 0.333, 0.796, 0.557
8, 50, 0.7481, 1.000, 0.800, 0.557
8, 51, 1.9176, 0.667, 0.797, 0.558
8, 52, 0.6023, 0.667, 0.795, 0.558
8, 53, 0.5591, 0.667, 0.792, 0.558
8, 54, 0.7353, 1.000, 0.796, 0.559
8, 55, 0.6831, 0.667, 0.794, 0.559
8, 56, 0.6089, 0.667, 0.792, 0.559
8, 57, 0.6601, 0.667, 0.789, 0.559
8, 58, 0.7384, 0.333, 0.782, 0.559
8, 59, 0.7296, 0.333, 0.774, 0.559
8, 60, 0.7382, 0.333, 0.767, 0.558
8, 61, 0.7749, 0.333, 0.760, 0.558
8, 62, 0.5499, 1.000, 0.763, 0.559
8, 63, 0.7206, 0.333, 0.757, 0.558
8, 64, 0.6643, 1.000, 0.760, 0.559
8, 65, 0.6460, 0.667, 0.759, 0.559
8, 66, 0.6729, 1.000, 0.763, 0.560
8, 67, 0.7188, 0.000, 0.751, 0.559
8, 68, 0.7423, 0.333, 0.745, 0.559
8, 69, 0.6283, 1.000, 0.749, 0.559
8, 70, 0.6241, 0.667, 0.748, 0.560
9, 1, 0.6838, 0.667, 0.667, 0.560
9, 2, 0.5535, 0.667, 0.667, 0.560
9, 3, 0.7373, 0.667, 0.667, 0.560
9, 4, 0.7605, 0.333, 0.583, 0.560
9, 5, 0.6780, 0.667, 0.600, 0.560
9, 6, 0.6357, 1.000, 0.667, 0.561
9, 7, 0.7414, 0.333, 0.619, 0.560
9, 8, 0.6848, 0.667, 0.625, 0.560
9, 9, 0.6185, 1.000, 0.667, 0.561
9, 10, 0.5974, 1.000, 0.700, 0.562
9, 11, 0.6614, 1.000, 0.727, 0.563
9, 12, 0.5701, 1.000, 0.750, 0.564
9, 13, 0.6183, 1.000, 0.769, 0.564
9, 14, 0.5939, 1.000, 0.786, 0.565
9, 15, 0.7012, 0.667, 0.778, 0.565
9, 16, 0.6864, 0.667, 0.771, 0.565
9, 17, 0.6355, 1.000, 0.784, 0.566
9, 18, 0.4996, 1.000, 0.796, 0.567
9, 19, 0.6311, 0.667, 0.789, 0.567
9, 20, 0.5179, 1.000, 0.800, 0.568
9, 21, 0.5305, 1.000, 0.810, 0.569
9, 22, 0.7209, 0.333, 0.788, 0.568
9, 23, 0.5374, 0.667, 0.783, 0.568
9, 24, 0.4433, 1.000, 0.792, 0.569
9, 25, 0.8867, 0.333, 0.773, 0.569
9, 26, 0.6833, 0.667, 0.769, 0.569
9, 27, 0.5015, 1.000, 0.778, 0.570
9, 28, 0.4437, 1.000, 0.786, 0.570
9, 29, 0.4482, 1.000, 0.793, 0.571
9, 30, 0.3251, 1.000, 0.800, 0.572
9, 31, 0.7870, 0.333, 0.785, 0.571
9, 32, 0.3487, 1.000, 0.792, 0.572
9, 33, 0.2533, 1.000, 0.798, 0.573
9, 34, 0.6844, 0.667, 0.794, 0.573
9, 35, 0.3910, 1.000, 0.800, 0.574
9, 36, 0.3145, 1.000, 0.806, 0.574
9, 37, 0.6808, 1.000, 0.811, 0.575
9, 38, 0.1513, 1.000, 0.816, 0.576
9, 39, 2.2604, 0.333, 0.803, 0.575
9, 40, 2.0028, 0.667, 0.800, 0.576
9, 41, 0.8760, 0.667, 0.797, 0.576
9, 42, 0.5359, 0.667, 0.794, 0.576
9, 43, 0.8962, 0.333, 0.783, 0.575
9, 44, 0.4568, 1.000, 0.788, 0.576
9, 45, 0.5251, 1.000, 0.793, 0.577
9, 46, 0.5371, 0.667, 0.790, 0.577
9, 47, 0.4078, 1.000, 0.794, 0.578
9, 48, 0.4083, 1.000, 0.799, 0.578
9, 49, 0.3448, 1.000, 0.803, 0.579
9, 50, 0.3863, 1.000, 0.807, 0.580
9, 51, 0.6350, 0.667, 0.804, 0.580
9, 52, 0.4928, 1.000, 0.808, 0.581
9, 53, 0.2699, 1.000, 0.811, 0.581
9, 54, 0.8496, 0.333, 0.802, 0.581
9, 55, 0.6113, 0.333, 0.794, 0.580
9, 56, 0.4780, 1.000, 0.798, 0.581
9, 57, 0.6112, 0.667, 0.795, 0.581
9, 58, 0.2396, 1.000, 0.799, 0.582
9, 59, 0.3922, 0.667, 0.797, 0.582
9, 60, 0.8415, 0.333, 0.789, 0.582
9, 61, 0.8825, 0.667, 0.787, 0.582
9, 62, 0.8002, 0.333, 0.780, 0.581
9, 63, 0.8625, 0.333, 0.772, 0.581
9, 64, 0.5178, 1.000, 0.776, 0.582
9, 65, 0.4165, 1.000, 0.779, 0.582
9, 66, 0.5780, 0.667, 0.778, 0.583
9, 67, 0.4438, 1.000, 0.781, 0.583
9, 68, 0.4259, 1.000, 0.784, 0.584
9, 69, 0.2021, 1.000, 0.787, 0.585
9, 70, 0.3559, 1.000, 0.790, 0.585
10, 1, 0.4044, 0.667, 0.667, 0.585
10, 2, 0.5085, 0.667, 0.667, 0.585
10, 3, 0.4279, 1.000, 0.778, 0.586
10, 4, 0.5856, 0.667, 0.750, 0.586
10, 5, 0.1863, 1.000, 0.800, 0.587
10, 6, 0.3434, 0.667, 0.778, 0.587
10, 7, 0.7793, 0.667, 0.762, 0.587
10, 8, 0.6107, 0.667, 0.750, 0.587
10, 9, 0.9784, 0.333, 0.704, 0.587
10, 10, 0.8450, 0.333, 0.667, 0.586
10, 11, 0.5274, 1.000, 0.697, 0.587
10, 12, 0.6509, 0.667, 0.694, 0.587
10, 13, 0.1671, 1.000, 0.718, 0.588
10, 14, 0.5545, 1.000, 0.738, 0.589
10, 15, 0.3674, 1.000, 0.756, 0.589
10, 16, 0.2268, 1.000, 0.771, 0.590
10, 17, 0.7756, 0.667, 0.765, 0.590
10, 18, 0.6561, 0.667, 0.759, 0.590
10, 19, 0.3958, 1.000, 0.772, 0.591
10, 20, 1.0427, 0.333, 0.750, 0.590
10, 21, 0.3306, 1.000, 0.762, 0.591
10, 22, 0.8797, 0.333, 0.742, 0.590
10, 23, 0.8355, 0.333, 0.725, 0.590
10, 24, 0.9949, 0.333, 0.708, 0.590
10, 25, 0.1830, 1.000, 0.720, 0.590
10, 26, 0.4534, 1.000, 0.731, 0.591
10, 27, 0.4509, 1.000, 0.741, 0.592
10, 28, 0.5358, 1.000, 0.750, 0.592
10, 29, 0.2075, 0.667, 0.747, 0.592
10, 30, 0.3003, 0.667, 0.744, 0.592
10, 31, 0.4249, 0.667, 0.742, 0.593
10, 32, 0.7227, 1.000, 0.750, 0.593
10, 33, 0.2095, 1.000, 0.758, 0.594
10, 34, 0.7833, 1.000, 0.765, 0.594
10, 35, 0.2881, 1.000, 0.771, 0.595
10, 36, 0.7911, 0.333, 0.759, 0.595
10, 37, 0.6032, 0.667, 0.757, 0.595
10, 38, 0.2466, 1.000, 0.763, 0.595
10, 39, 0.8548, 0.333, 0.752, 0.595
10, 40, 0.6417, 0.667, 0.750, 0.595
10, 41, 0.9600, 0.333, 0.740, 0.595
10, 42, 0.5883, 0.667, 0.738, 0.595
10, 43, 0.6111, 0.667, 0.736, 0.595
10, 44, 0.4505, 1.000, 0.742, 0.595
10, 45, 0.5179, 0.667, 0.741, 0.596
10, 46, 0.6206, 0.667, 0.739, 0.596
10, 47, 0.9800, 0.333, 0.730, 0.595
10, 48, 0.7074, 0.333, 0.722, 0.595
10, 49, 0.4097, 1.000, 0.728, 0.595
10, 50, 0.4942, 0.667, 0.727, 0.596
10, 51, 0.3909, 1.000, 0.732, 0.596
10, 52, 0.5177, 1.000, 0.737, 0.597
10, 53, 0.1864, 1.000, 0.742, 0.597
10, 54, 0.5698, 1.000, 0.747, 0.598
10, 55, 0.3358, 0.667, 0.745, 0.598
10, 56, 0.6493, 0.667, 0.744, 0.598
10, 57, 0.5223, 1.000, 0.749, 0.599
10, 58, 0.5456, 0.667, 0.747, 0.599
10, 59, 0.2748, 1.000, 0.751, 0.599
10, 60, 0.7509, 0.333, 0.744, 0.599
10, 61, 0.3754, 1.000, 0.749, 0.600
10, 62, 0.4841, 0.667, 0.747, 0.600
10, 63, 0.4122, 1.000, 0.751, 0.600
10, 64, 0.4926, 0.667, 0.750, 0.600
10, 65, 0.1641, 1.000, 0.754, 0.601
10, 66, 0.1288, 1.000, 0.758, 0.602
10, 67, 0.9899, 0.333, 0.751, 0.601
10, 68, 0.2671, 1.000, 0.755, 0.602
10, 69, 0.4023, 1.000, 0.758, 0.602
10, 70, 0.2054, 1.000, 0.762, 0.603
11, 1, 0.5699, 0.667, 0.667, 0.603
11, 2, 0.4408, 0.667, 0.667, 0.603
11, 3, 0.0680, 1.000, 0.778, 0.604
11, 4, 0.4854, 0.667, 0.750, 0.604
11, 5, 0.9298, 0.333, 0.667, 0.603
11, 6, 0.4175, 0.667, 0.667, 0.603
11, 7, 2.0296, 0.667, 0.667, 0.603
11, 8, 0.2411, 1.000, 0.708, 0.604
11, 9, 0.4245, 0.667, 0.704, 0.604
11, 10, 0.2383, 1.000, 0.733, 0.605
11, 11, 0.3231, 1.000, 0.758, 0.605
11, 12, 0.5826, 0.667, 0.750, 0.605
11, 13, 0.3324, 1.000, 0.769, 0.606
11, 14, 0.5065, 0.667, 0.762, 0.606
11, 15, 0.8681, 0.333, 0.733, 0.606
11, 16, 0.6022, 0.667, 0.729, 0.606
11, 17, 0.2771, 1.000, 0.745, 0.606
11, 18, 0.8176, 0.333, 0.722, 0.606
11, 19, 0.5235, 0.667, 0.719, 0.606
11, 20, 0.4539, 0.667, 0.717, 0.606
11, 21, 1.0461, 0.333, 0.698, 0.606
11, 22, 0.3230, 1.000, 0.712, 0.606
11, 23, 0.5098, 0.667, 0.710, 0.606
11, 24, 0.4109, 1.000, 0.722, 0.607
11, 25, 0.5346, 0.667, 0.720, 0.607
11, 26, 0.5895, 0.667, 0.718, 0.607
11, 27, 0.3836, 1.000, 0.728, 0.608
11, 28, 0.5198, 0.667, 0.726, 0.608
11, 29, 0.2995, 1.000, 0.736, 0.608
11, 30, 0.6142, 0.667, 0.733, 0.608
11, 31, 0.4582, 1.000, 0.742, 0.609
11, 32, 0.4949, 0.667, 0.740, 0.609
11, 33, 0.1698, 1.000, 0.747, 0.609
11, 34, 0.4947, 1.000, 0.755, 0.610
11, 35, 0.4820, 0.667, 0.752, 0.610
11, 36, 0.8354, 0.333, 0.741, 0.610
11, 37, 0.3834, 1.000, 0.748, 0.610
11, 38, 0.2932, 1.000, 0.754, 0.611
11, 39, 0.3031, 1.000, 0.761, 0.611
11, 40, 0.5266, 0.667, 0.758, 0.611
11, 41, 1.0245, 0.333, 0.748, 0.611
11, 42, 0.3906, 1.000, 0.754, 0.611
11, 43, 0.5177, 1.000, 0.760, 0.612
11, 44, 0.5138, 0.667, 0.758, 0.612
11, 45, 0.4421, 1.000, 0.763, 0.613
11, 46, 0.3820, 1.000, 0.768, 0.613
11, 47, 0.2902, 1.000, 0.773, 0.614
11, 48, 0.2641, 1.000, 0.778, 0.614
11, 49, 0.4034, 0.667, 0.776, 0.614
11, 50, 0.5801, 0.667, 0.773, 0.614
11, 51, 0.7226, 0.667, 0.771, 0.614
11, 52, 0.1049, 1.000, 0.776, 0.615
11, 53, 0.1163, 1.000, 0.780, 0.615
11, 54, 0.2479, 1.000, 0.784, 0.616
11, 55, 0.5398, 0.667, 0.782, 0.616
11, 56, 1.3183, 0.333, 0.774, 0.616
11, 57, 0.4758, 0.667, 0.772, 0.616
11, 58, 0.1078, 1.000, 0.776, 0.616
11, 59, 0.6235, 0.667, 0.774, 0.616
11, 60, 0.3096, 1.000, 0.778, 0.617
11, 61, 0.2792, 1.000, 0.781, 0.617
11, 62, 0.2234, 1.000, 0.785, 0.618
11, 63, 0.5180, 0.667, 0.783, 0.618
11, 64, 0.1991, 1.000, 0.786, 0.618
11, 65, 0.3222, 0.667, 0.785, 0.618
11, 66, 0.1454, 1.000, 0.788, 0.619
11, 67, 0.4914, 0.667, 0.786, 0.619
11, 68, 0.1245, 1.000, 0.789, 0.619
11, 69, 0.3820, 1.000, 0.792, 0.620
11, 70, 1.0957, 0.667, 0.790, 0.620
12, 1, 0.4788, 1.000, 1.000, 0.620
12, 2, 0.0850, 1.000, 1.000, 0.621
12, 3, 0.2649, 1.000, 1.000, 0.621
12, 4, 0.3173, 1.000, 1.000, 0.622
12, 5, 0.5462, 0.667, 0.933, 0.622
12, 6, 0.1839, 1.000, 0.944, 0.622
12, 7, 0.1722, 1.000, 0.952, 0.623
12, 8, 0.4995, 1.000, 0.958, 0.623
12, 9, 0.0890, 1.000, 0.963, 0.624
12, 10, 0.2096, 1.000, 0.967, 0.624
12, 11, 1.0187, 0.333, 0.909, 0.624
12, 12, 0.6122, 0.667, 0.889, 0.624
12, 13, 0.7139, 0.667, 0.872, 0.624
12, 14, 0.3088, 1.000, 0.881, 0.625
12, 15, 0.4460, 0.667, 0.867, 0.625
12, 16, 0.2915, 1.000, 0.875, 0.625
12, 17, 0.1061, 1.000, 0.882, 0.626
12, 18, 0.6925, 0.667, 0.870, 0.626
12, 19, 0.0806, 1.000, 0.877, 0.626
12, 20, 0.1077, 1.000, 0.883, 0.627
12, 21, 0.0686, 1.000, 0.889, 0.627
12, 22, 0.0614, 1.000, 0.894, 0.628
12, 23, 0.4989, 0.667, 0.884, 0.628
12, 24, 0.4826, 0.667, 0.875, 0.628
12, 25, 0.6495, 0.667, 0.867, 0.628
12, 26, 0.1601, 1.000, 0.872, 0.628
12, 27, 0.8729, 0.667, 0.864, 0.628
12, 28, 0.2926, 1.000, 0.869, 0.629
12, 29, 0.2082, 1.000, 0.874, 0.629
12, 30, 0.1378, 1.000, 0.878, 0.630
12, 31, 0.1689, 1.000, 0.882, 0.630
12, 32, 0.2641, 1.000, 0.885, 0.631
12, 33, 0.2177, 1.000, 0.889, 0.631
12, 34, 0.7830, 0.667, 0.882, 0.631
12, 35, 0.2158, 1.000, 0.886, 0.631
12, 36, 0.6787, 0.667, 0.880, 0.632
12, 37, 0.3041, 1.000, 0.883, 0.632
12, 38, 0.5219, 0.667, 0.877, 0.632
12, 39, 0.1736, 1.000, 0.880, 0.632
12, 40, 0.6526, 0.333, 0.867, 0.632
12, 41, 0.4530, 0.667, 0.862, 0.632
12, 42, 0.0131, 1.000, 0.865, 0.633
12, 43, 0.1825, 1.000, 0.868, 0.633
12, 44, 0.3026, 1.000, 0.871, 0.633
12, 45, 0.3063, 1.000, 0.874, 0.634
12, 46, 0.1037, 1.000, 0.877, 0.634
12, 47, 0.1448, 1.000, 0.879, 0.635
12, 48, 0.1608, 1.000, 0.882, 0.635
12, 49, 0.1820, 1.000, 0.884, 0.636
12, 50, 0.1652, 1.000, 0.887, 0.636
12, 51, 0.0932, 1.000, 0.889, 0.637
12, 52, 0.6738, 0.667, 0.885, 0.637
12, 53, 0.3897, 0.667, 0.881, 0.637
12, 54, 0.6839, 0.667, 0.877, 0.637
12, 55, 0.0884, 1.000, 0.879, 0.637
12, 56, 0.1093, 1.000, 0.881, 0.638
12, 57, 0.7835, 0.667, 0.877, 0.638
12, 58, 0.0698, 1.000, 0.879, 0.638
12, 59, 0.0603, 1.000, 0.881, 0.639
12, 60, 0.4312, 0.667, 0.878, 0.639
12, 61, 0.6255, 0.667, 0.874, 0.639
12, 62, 2.0231, 0.333, 0.866, 0.638
12, 63, 0.4819, 0.667, 0.862, 0.638
12, 64, 0.8184, 0.667, 0.859, 0.638
12, 65, 0.4039, 0.667, 0.856, 0.638
12, 66, 0.6189, 0.667, 0.854, 0.638
12, 67, 0.7134, 0.667, 0.851, 0.638
12, 68, 0.5518, 0.667, 0.848, 0.638
12, 69, 0.0934, 1.000, 0.850, 0.639
12, 70, 0.2507, 1.000, 0.852, 0.639
13, 1, 0.1950, 1.000, 1.000, 0.640
13, 2, 0.5181, 1.000, 1.000, 0.640
13, 3, 0.0258, 1.000, 1.000, 0.641
13, 4, 0.0112, 1.000, 1.000, 0.641
13, 5, 0.1695, 1.000, 1.000, 0.641
13, 6, 0.3314, 1.000, 1.000, 0.642
13, 7, 0.7878, 0.667, 0.952, 0.642
13, 8, 0.3947, 1.000, 0.958, 0.642
13, 9, 0.3382, 1.000, 0.963, 0.643
13, 10, 0.2828, 1.000, 0.967, 0.643
13, 11, 0.3864, 1.000, 0.970, 0.644
13, 12, 0.2191, 1.000, 0.972, 0.644
13, 13, 0.5889, 0.667, 0.949, 0.644
13, 14, 0.4101, 1.000, 0.952, 0.644
13, 15, 0.1939, 1.000, 0.956, 0.645
13, 16, 0.2596, 1.000, 0.958, 0.645
13, 17, 0.2754, 1.000, 0.961, 0.646
13, 18, 0.2519, 1.000, 0.963, 0.646
13, 19, 0.1564, 1.000, 0.965, 0.646
13, 20, 0.1218, 1.000, 0.967, 0.647
13, 21, 0.0432, 1.000, 0.968, 0.647
13, 22, 1.0001, 0.333, 0.939, 0.647
13, 23, 0.2993, 1.000, 0.942, 0.647
13, 24, 0.0733, 1.000, 0.944, 0.648
13, 25, 0.7624, 0.667, 0.933, 0.648
13, 26, 0.1127, 1.000, 0.936, 0.648
13, 27, 0.7836, 0.667, 0.926, 0.648
13, 28, 0.0836, 1.000, 0.929, 0.649
13, 29, 1.2308, 0.333, 0.908, 0.648
13, 30, 0.2771, 1.000, 0.911, 0.649
13, 31, 0.6387, 0.667, 0.903, 0.649
13, 32, 0.0498, 1.000, 0.906, 0.649
13, 33, 0.0683, 1.000, 0.909, 0.649
13, 34, 0.1754, 1.000, 0.912, 0.650
13, 35, 0.0917, 1.000, 0.914, 0.650
13, 36, 0.0816, 1.000, 0.917, 0.651
13, 37, 0.1278, 1.000, 0.919, 0.651
13, 38, 0.1242, 1.000, 0.921, 0.651
13, 39, 0.5217, 0.667, 0.915, 0.651
13, 40, 0.7617, 0.667, 0.908, 0.652
13, 41, 0.2080, 1.000, 0.911, 0.652
13, 42, 0.3101, 0.667, 0.905, 0.652
13, 43, 0.2811, 1.000, 0.907, 0.652
13, 44, 0.6548, 0.667, 0.902, 0.652
13, 45, 0.0573, 1.000, 0.904, 0.653
13, 46, 0.8151, 0.667, 0.899, 0.653
13, 47, 0.0352, 1.000, 0.901, 0.653
13, 48, 0.2319, 1.000, 0.903, 0.654
13, 49, 0.1311, 1.000, 0.905, 0.654
13, 50, 0.0128, 1.000, 0.907, 0.654
13, 51, 0.0485, 1.000, 0.908, 0.655
13, 52, 0.2739, 1.000, 0.910, 0.655
13, 53, 0.1356, 1.000, 0.912, 0.655
13, 54, 0.3354, 1.000, 0.914, 0.656
13, 55, 0.7441, 0.333, 0.903, 0.655
13, 56, 0.0085, 1.000, 0.905, 0.656
13, 57, 1.2419, 0.333, 0.895, 0.656
13, 58, 0.0015, 1.000, 0.897, 0.656
13, 59, 1.5062, 0.667, 0.893, 0.656
13, 60, 0.1532, 1.000, 0.894, 0.656
13, 61, 0.9784, 0.667, 0.891, 0.656
13, 62, 0.3327, 1.000, 0.892, 0.657
13, 63, 0.3899, 0.667, 0.889, 0.657
13, 64, 0.3788, 1.000, 0.891, 0.657
13, 65, 0.1202, 1.000, 0.892, 0.657
13, 66, 0.4440, 1.000, 0.894, 0.658
13, 67, 0.1823, 1.000, 0.896, 0.658
13, 68, 0.1947, 1.000, 0.897, 0.659
13, 69, 0.6183, 0.667, 0.894, 0.659
13, 70, 0.5407, 0.667, 0.890, 0.659
14, 1, 0.5273, 0.667, 0.667, 0.659
14, 2, 0.0754, 1.000, 0.833, 0.659
14, 3, 0.5598, 0.667, 0.778, 0.659
14, 4, 0.1961, 1.000, 0.833, 0.659
14, 5, 0.0262, 1.000, 0.867, 0.660
14, 6, 0.1137, 1.000, 0.889, 0.660
14, 7, 0.1020, 1.000, 0.905, 0.660
14, 8, 0.1143, 1.000, 0.917, 0.661
14, 9, 0.3636, 1.000, 0.926, 0.661
14, 10, 0.0724, 1.000, 0.933, 0.662
14, 11, 0.4019, 0.667, 0.909, 0.662
14, 12, 0.4678, 0.667, 0.889, 0.662
14, 13, 0.0963, 1.000, 0.897, 0.662
14, 14, 0.0667, 1.000, 0.905, 0.662
14, 15, 0.5234, 0.667, 0.889, 0.662
14, 16, 0.1293, 1.000, 0.896, 0.663
14, 17, 0.5233, 0.667, 0.882, 0.663
14, 18, 0.0766, 1.000, 0.889, 0.663
14, 19, 0.1388, 1.000, 0.895, 0.663
14, 20, 0.4855, 0.667, 0.883, 0.663
14, 21, 0.1863, 1.000, 0.889, 0.664
14, 22, 0.2023, 1.000, 0.894, 0.664
14, 23, 0.1636, 1.000, 0.899, 0.665
14, 24, 0.5773, 0.667, 0.889, 0.665
14, 25, 0.2066, 1.000, 0.893, 0.665
14, 26, 0.1256, 1.000, 0.897, 0.665
14, 27, 0.6329, 0.667, 0.889, 0.665
14, 28, 0.5417, 0.667, 0.881, 0.665
14, 29, 0.2543, 1.000, 0.885, 0.666
14, 30, 0.3706, 0.667, 0.878, 0.666
14, 31, 0.3202, 1.000, 0.882, 0.666
14, 32, 0.1194, 1.000, 0.885, 0.666
14, 33, 1.0032, 0.333, 0.869, 0.666
14, 34, 0.2356, 1.000, 0.873, 0.666
14, 35, 1.0627, 0.667, 0.867, 0.666
14, 36, 0.0178, 1.000, 0.870, 0.667
14, 37, 0.0157, 1.000, 0.874, 0.667
14, 38, 0.0385, 1.000, 0.877, 0.667
14, 39, 0.0214, 1.000, 0.880, 0.668
14, 40, 0.2420, 1.000, 0.883, 0.668
14, 41, 0.0337, 1.000, 0.886, 0.668
14, 42, 0.1278, 1.000, 0.889, 0.669
14, 43, 0.0782, 1.000, 0.891, 0.669
14, 44, 0.0307, 1.000, 0.894, 0.669
14, 45, 0.0189, 1.000, 0.896, 0.670
14, 46, 0.1815, 1.000, 0.899, 0.670
14, 47, 0.3626, 0.667, 0.894, 0.670
14, 48, 0.1849, 1.000, 0.896, 0.670
14, 49, 0.1848, 1.000, 0.898, 0.671
14, 50, 0.8837, 0.667, 0.893, 0.671
14, 51, 0.0126, 1.000, 0.895, 0.671
14, 52, 0.0957, 1.000, 0.897, 0.672
14, 53, 0.0214, 1.000, 0.899, 0.672
14, 54, 0.3856, 0.667, 0.895, 0.672
14, 55, 0.0615, 1.000, 0.897, 0.672
14, 56, 0.0480, 1.000, 0.899, 0.673
14, 57, 0.0749, 1.000, 0.901, 0.673
14, 58, 0.7660, 1.000, 0.902, 0.673
14, 59, 0.2974, 0.667, 0.898, 0.673
14, 60, 0.0171, 1.000, 0.900, 0.674
14, 61, 0.0550, 1.000, 0.902, 0.674
14, 62, 0.1647, 1.000, 0.903, 0.674
14, 63, 0.0312, 1.000, 0.905, 0.675
14, 64, 1.5330, 0.333, 0.896, 0.674
14, 65, 1.2427, 0.667, 0.892, 0.674
14, 66, 0.0935, 1.000, 0.894, 0.675
14, 67, 0.0778, 1.000, 0.896, 0.675
14, 68, 0.1768, 1.000, 0.897, 0.675
14, 69, 0.8235, 0.667, 0.894, 0.675
14, 70, 0.7088, 0.667, 0.890, 0.675
15, 1, 0.1683, 1.000, 1.000, 0.676
15, 2, 0.7562, 0.667, 0.833, 0.675
15, 3, 0.9112, 0.667, 0.778, 0.675
15, 4, 0.4032, 0.667, 0.750, 0.675
15, 5, 0.2602, 1.000, 0.800, 0.676
15, 6, 0.3218, 1.000, 0.833, 0.676
15, 7, 0.6744, 0.667, 0.810, 0.676
15, 8, 0.2373, 1.000, 0.833, 0.676
15, 9, 0.1516, 1.000, 0.852, 0.677
15, 10, 0.0896, 1.000, 0.867, 0.677
15, 11, 0.0585, 1.000, 0.879, 0.677
15, 12, 0.0049, 1.000, 0.889, 0.678
15, 13, 0.2989, 1.000, 0.897, 0.678
15, 14, 0.1425, 1.000, 0.905, 0.678
15, 15, 0.0776, 1.000, 0.911, 0.679
15, 16, 0.0767, 1.000, 0.917, 0.679
15, 17, 0.0423, 1.000, 0.922, 0.679
15, 18, 0.1309, 1.000, 0.926, 0.680
15, 19, 0.5177, 0.667, 0.912, 0.680
15, 20, 0.1654, 1.000, 0.917, 0.680
15, 21, 0.3929, 0.667, 0.905, 0.680
15, 22, 0.2086, 1.000, 0.909, 0.680
15, 23, 0.1302, 1.000, 0.913, 0.681
15, 24, 0.2396, 1.000, 0.917, 0.681
15, 25, 0.1567, 1.000, 0.920, 0.681
15, 26, 0.1006, 1.000, 0.923, 0.682
15, 27, 0.6866, 0.667, 0.914, 0.682
15, 28, 0.1392, 1.000, 0.917, 0.682
15, 29, 0.0664, 1.000, 0.920, 0.682
15, 30, 0.4481, 0.667, 0.911, 0.682
15, 31, 0.1455, 1.000, 0.914, 0.682
15, 32, 0.4861, 0.667, 0.906, 0.682
15, 33, 0.0183, 1.000, 0.909, 0.683
15, 34, 0.6688, 0.667, 0.902, 0.683
15, 35, 0.0305, 1.000, 0.905, 0.683
15, 36, 0.4009, 0.667, 0.898, 0.683
15, 37, 0.6502, 0.667, 0.892, 0.683
15, 38, 0.5638, 0.667, 0.886, 0.683
15, 39, 0.4030, 0.667, 0.880, 0.683
15, 40, 0.0763, 1.000, 0.883, 0.683
15, 41, 0.3141, 1.000, 0.886, 0.684
15, 42, 0.0961, 1.000, 0.889, 0.684
15, 43, 0.0887, 1.000, 0.891, 0.684
15, 44, 2.0570, 0.333, 0.879, 0.684
15, 45, 0.7648, 0.667, 0.874, 0.684
15, 46, 0.1747, 1.000, 0.877, 0.684
15, 47, 0.6465, 0.667, 0.872, 0.684
15, 48, 0.0707, 1.000, 0.875, 0.685
15, 49, 0.4281, 0.667, 0.871, 0.684
15, 50, 0.9877, 0.333, 0.860, 0.684
15, 51, 0.4593, 0.667, 0.856, 0.684
15, 52, 0.6727, 0.667, 0.853, 0.684
15, 53, 0.6009, 0.667, 0.849, 0.684
15, 54, 0.3697, 0.667, 0.846, 0.684
15, 55, 0.1903, 1.000, 0.848, 0.684
15, 56, 0.3544, 1.000, 0.851, 0.685
15, 57, 0.6760, 0.667, 0.848, 0.685
15, 58, 0.2957, 1.000, 0.851, 0.685
15, 59, 0.3195, 1.000, 0.853, 0.685
15, 60, 0.3664, 1.000, 0.856, 0.686
15, 61, 0.4056, 0.667, 0.852, 0.686
15, 62, 0.2263, 1.000, 0.855, 0.686
15, 63, 0.0839, 1.000, 0.857, 0.686
15, 64, 0.2762, 1.000, 0.859, 0.686
15, 65, 0.3442, 1.000, 0.862, 0.687
15, 66, 0.3366, 1.000, 0.864, 0.687
15, 67, 0.1372, 1.000, 0.866, 0.687
15, 68, 0.4556, 0.667, 0.863, 0.687
15, 69, 0.3902, 1.000, 0.865, 0.688
15, 70, 0.9256, 0.667, 0.862, 0.688
16, 1, 0.1864, 1.000, 1.000, 0.688
16, 2, 0.3928, 1.000, 1.000, 0.688
16, 3, 1.1075, 0.333, 0.778, 0.688
16, 4, 0.2971, 1.000, 0.833, 0.688
16, 5, 0.1222, 1.000, 0.867, 0.688
16, 6, 0.1928, 1.000, 0.889, 0.689
16, 7, 0.3570, 0.667, 0.857, 0.689
16, 8, 0.1686, 1.000, 0.875, 0.689
16, 9, 0.1138, 1.000, 0.889, 0.689
16, 10, 0.0969, 1.000, 0.900, 0.690
16, 11, 0.1140, 1.000, 0.909, 0.690
16, 12, 0.1281, 1.000, 0.917, 0.690
16, 13, 0.0952, 1.000, 0.923, 0.690
16, 14, 0.1235, 1.000, 0.929, 0.691
16, 15, 0.0702, 1.000, 0.933, 0.691
16, 16, 0.7865, 0.667, 0.917, 0.691
16, 17, 0.2520, 0.667, 0.902, 0.691
16, 18, 0.5621, 0.667, 0.889, 0.691
16, 19, 0.4504, 0.667, 0.877, 0.691
16, 20, 0.0286, 1.000, 0.883, 0.691
16, 21, 0.1749, 1.000, 0.889, 0.692
