Epoch, Batch, Loss, BatchAccuracy, EpochAccuracy, TotalAccuracy
2, 18, 0.6848, 0.667, 0.519, 0.489
2, 19, 0.6834, 0.667, 0.526, 0.491
2, 20, 0.6848, 0.667, 0.533, 0.493
2, 21, 0.6987, 0.333, 0.524, 0.491
2, 22, 0.7045, 0.333, 0.515, 0.489
2, 23, 0.7048, 0.333, 0.507, 0.487
2, 24, 0.6818, 0.667, 0.514, 0.489
2, 25, 0.7146, 0.333, 0.507, 0.488
2, 26, 0.6882, 0.667, 0.513, 0.490
2, 27, 0.6788, 1.000, 0.531, 0.495
2, 28, 0.7045, 0.333, 0.524, 0.493
2, 29, 0.6857, 0.667, 0.529, 0.495
2, 30, 0.6918, 0.333, 0.522, 0.493
2, 31, 0.6731, 1.000, 0.538, 0.498
2, 32, 0.7005, 0.333, 0.531, 0.497
2, 33, 0.6758, 0.667, 0.535, 0.498
2, 34, 0.7070, 0.333, 0.529, 0.497
2, 35, 0.7176, 0.000, 0.514, 0.492
2, 36, 0.6764, 0.667, 0.519, 0.494
2, 37, 0.6746, 0.667, 0.523, 0.495
2, 38, 0.6970, 0.667, 0.526, 0.497
2, 39, 0.6878, 1.000, 0.538, 0.502
2, 40, 0.6525, 1.000, 0.550, 0.506
2, 41, 0.7262, 0.000, 0.537, 0.502
2, 42, 0.6475, 0.667, 0.540, 0.503
2, 43, 0.7460, 0.333, 0.535, 0.501
2, 44, 0.5849, 1.000, 0.545, 0.506
2, 45, 0.7761, 0.333, 0.541, 0.504
2, 46, 0.4956, 1.000, 0.551, 0.509
2, 47, 0.5543, 0.667, 0.553, 0.510
2, 48, 0.5962, 0.667, 0.556, 0.511
2, 49, 1.7571, 0.000, 0.544, 0.507
2, 50, 0.7715, 0.667, 0.547, 0.508
2, 51, 0.6930, 0.333, 0.542, 0.507
2, 52, 0.6879, 0.667, 0.545, 0.508
2, 53, 0.6783, 1.000, 0.553, 0.512
2, 54, 0.6785, 0.667, 0.556, 0.513
2, 55, 0.6932, 0.333, 0.552, 0.512
2, 56, 0.6832, 0.667, 0.554, 0.513
2, 57, 0.6991, 0.333, 0.550, 0.512
2, 58, 0.6797, 1.000, 0.557, 0.516
2, 59, 0.6854, 0.667, 0.559, 0.517
2, 60, 0.7291, 0.000, 0.550, 0.513
2, 61, 0.7041, 0.333, 0.546, 0.511
2, 62, 0.7010, 0.333, 0.543, 0.510
2, 63, 0.6896, 0.667, 0.545, 0.511
2, 64, 0.6950, 0.667, 0.547, 0.512
2, 65, 0.6911, 0.667, 0.549, 0.514
2, 66, 0.7040, 0.333, 0.545, 0.512
2, 67, 0.7060, 0.333, 0.542, 0.511
2, 68, 0.7230, 0.000, 0.534, 0.507
2, 69, 0.6952, 0.667, 0.536, 0.508
2, 70, 0.6985, 0.333, 0.533, 0.507
3, 1, 0.7303, 0.000, 0.000, 0.504
3, 2, 0.6846, 0.667, 0.333, 0.505
3, 3, 0.6804, 0.667, 0.444, 0.506
3, 4, 0.7084, 0.333, 0.417, 0.505
3, 5, 0.6801, 0.667, 0.467, 0.506
3, 6, 0.6762, 0.667, 0.500, 0.507
3, 7, 0.7178, 0.333, 0.476, 0.506
3, 8, 0.6707, 0.667, 0.500, 0.507
3, 9, 0.7137, 0.333, 0.481, 0.506
3, 10, 0.7121, 0.333, 0.467, 0.504
3, 11, 0.6750, 0.667, 0.485, 0.506
3, 12, 0.7079, 0.333, 0.472, 0.504
3, 13, 0.6771, 0.667, 0.487, 0.505
3, 14, 0.6475, 1.000, 0.524, 0.509
3, 15, 0.7109, 0.333, 0.511, 0.508
3, 16, 0.6252, 1.000, 0.542, 0.511
3, 17, 0.7245, 0.333, 0.529, 0.510
3, 18, 0.6590, 0.667, 0.537, 0.511
3, 19, 0.7357, 0.333, 0.526, 0.509
3, 20, 0.6604, 0.667, 0.533, 0.510
3, 21, 0.7598, 0.333, 0.524, 0.509
3, 22, 0.7497, 0.333, 0.515, 0.508
3, 23, 0.6534, 0.667, 0.522, 0.509
3, 24, 0.6577, 0.667, 0.528, 0.510
3, 25, 0.6605, 0.667, 0.533, 0.511
3, 26, 0.7365, 0.333, 0.526, 0.510
3, 27, 0.7273, 0.333, 0.519, 0.509
3, 28, 0.6632, 0.667, 0.524, 0.510
3, 29, 0.7228, 0.333, 0.517, 0.509
3, 30, 0.7712, 0.000, 0.500, 0.506
3, 31, 0.7090, 0.333, 0.495, 0.505
3, 32, 0.6853, 0.667, 0.500, 0.506
3, 33, 0.6873, 0.333, 0.495, 0.505
3, 34, 0.6926, 0.333, 0.490, 0.504
3, 35, 0.6965, 0.333, 0.486, 0.503
3, 36, 0.7084, 0.000, 0.472, 0.500
3, 37, 0.6943, 0.667, 0.477, 0.501
3, 38, 0.6941, 0.667, 0.482, 0.502
3, 39, 0.6843, 1.000, 0.496, 0.505
3, 40, 0.7183, 0.000, 0.483, 0.502
3, 41, 0.7021, 0.333, 0.480, 0.501
3, 42, 0.6977, 0.333, 0.476, 0.500
3, 43, 0.7034, 0.333, 0.473, 0.499
3, 44, 0.6834, 0.667, 0.477, 0.500
3, 45, 0.6991, 0.333, 0.474, 0.499
3, 46, 0.6737, 1.000, 0.486, 0.502
3, 47, 0.7017, 0.333, 0.482, 0.501
3, 48, 0.6972, 0.333, 0.479, 0.500
3, 49, 0.6708, 1.000, 0.490, 0.503
3, 50, 0.6996, 0.333, 0.487, 0.502
3, 51, 0.6998, 0.333, 0.484, 0.501
3, 52, 0.6811, 0.667, 0.487, 0.502
3, 53, 0.7015, 0.333, 0.484, 0.501
3, 54, 0.6833, 0.667, 0.488, 0.502
3, 55, 0.7044, 0.333, 0.485, 0.501
3, 56, 0.6623, 1.000, 0.494, 0.503
3, 57, 0.7384, 0.000, 0.485, 0.501
3, 58, 0.7027, 0.333, 0.483, 0.500
3, 59, 0.7187, 0.000, 0.475, 0.497
3, 60, 0.7036, 1.000, 0.483, 0.500
3, 61, 0.6931, 0.333, 0.481, 0.499
3, 62, 0.6980, 0.333, 0.478, 0.498
3, 63, 0.6656, 1.000, 0.487, 0.501
3, 64, 0.6779, 0.667, 0.490, 0.502
3, 65, 0.7602, 0.000, 0.482, 0.499
3, 66, 0.6672, 0.667, 0.485, 0.500
3, 67, 0.7218, 0.333, 0.483, 0.499
3, 68, 0.6678, 0.667, 0.485, 0.500
3, 69, 0.7264, 0.333, 0.483, 0.499
3, 70, 0.7299, 0.333, 0.481, 0.498
4, 1, 0.6684, 0.667, 0.667, 0.499
4, 2, 0.7816, 0.000, 0.333, 0.497
4, 3, 0.7697, 0.000, 0.222, 0.495
4, 4, 0.7116, 0.333, 0.250, 0.494
4, 5, 0.6787, 0.667, 0.333, 0.495
4, 6, 0.6638, 1.000, 0.444, 0.497
4, 7, 0.7146, 0.000, 0.381, 0.495
4, 8, 0.7062, 1.000, 0.458, 0.497
4, 9, 0.6924, 1.000, 0.519, 0.499
4, 10, 0.6878, 0.667, 0.533, 0.500
4, 11, 0.6795, 0.667, 0.545, 0.501
4, 12, 0.7094, 0.333, 0.528, 0.500
4, 13, 0.7170, 0.333, 0.513, 0.499
4, 14, 0.6682, 0.667, 0.524, 0.500
4, 15, 0.7838, 0.000, 0.489, 0.498
4, 16, 0.7201, 0.333, 0.479, 0.497
4, 17, 0.6625, 0.667, 0.490, 0.498
4, 18, 0.7240, 0.333, 0.481, 0.497
4, 19, 0.6700, 0.667, 0.491, 0.498
4, 20, 0.7194, 0.333, 0.483, 0.497
4, 21, 0.7244, 0.333, 0.476, 0.496
4, 22, 0.6710, 0.667, 0.485, 0.497
4, 23, 0.7480, 0.000, 0.464, 0.495
4, 24, 0.6774, 0.667, 0.472, 0.496
4, 25, 0.7018, 0.333, 0.467, 0.495
4, 26, 0.7016, 0.333, 0.462, 0.494
4, 27, 0.7045, 1.000, 0.481, 0.496
4, 28, 0.6891, 0.667, 0.488, 0.497
4, 29, 0.7055, 0.333, 0.483, 0.497
4, 30, 0.7152, 0.333, 0.478, 0.496
4, 31, 0.7183, 0.333, 0.473, 0.495
4, 32, 0.7166, 0.333, 0.469, 0.494
4, 33, 0.7522, 0.000, 0.455, 0.492
4, 34, 0.7037, 0.333, 0.451, 0.492
4, 35, 0.6945, 1.000, 0.467, 0.494
4, 36, 0.7009, 0.333, 0.463, 0.493
4, 37, 0.7110, 0.333, 0.459, 0.493
4, 38, 0.7094, 0.333, 0.456, 0.492
4, 39, 0.6732, 0.667, 0.462, 0.493
4, 40, 0.6265, 1.000, 0.475, 0.495
4, 41, 0.6649, 0.667, 0.480, 0.495
4, 42, 0.7996, 0.000, 0.468, 0.493
4, 43, 0.7765, 0.000, 0.457, 0.491
4, 44, 0.7142, 0.333, 0.455, 0.491
4, 45, 0.6419, 1.000, 0.467, 0.493
4, 46, 0.6719, 0.667, 0.471, 0.493
4, 47, 0.6770, 0.667, 0.475, 0.494
4, 48, 0.6990, 0.333, 0.472, 0.494
4, 49, 0.6999, 0.333, 0.469, 0.493
4, 50, 0.7089, 0.333, 0.467, 0.492
4, 51, 0.6850, 0.667, 0.471, 0.493
4, 52, 0.6722, 1.000, 0.481, 0.495
4, 53, 0.7254, 0.000, 0.472, 0.493
4, 54, 0.6845, 0.667, 0.475, 0.494
4, 55, 0.7021, 0.333, 0.473, 0.493
4, 56, 0.6822, 1.000, 0.482, 0.495
4, 57, 0.6845, 0.667, 0.485, 0.496
4, 58, 0.6867, 0.667, 0.489, 0.496
4, 59, 0.6932, 0.667, 0.492, 0.497
4, 60, 0.6889, 1.000, 0.500, 0.499
4, 61, 0.6892, 0.667, 0.503, 0.499
4, 62, 0.6996, 0.333, 0.500, 0.499
4, 63, 0.7293, 0.000, 0.492, 0.497
4, 64, 0.7133, 0.667, 0.495, 0.498
4, 65, 0.6883, 0.333, 0.492, 0.497
4, 66, 0.6727, 1.000, 0.500, 0.499
4, 67, 0.6707, 0.667, 0.502, 0.499
4, 68, 0.7235, 0.333, 0.500, 0.499
4, 69, 0.6498, 0.667, 0.502, 0.499
4, 70, 0.5625, 1.000, 0.510, 0.501
5, 1, 0.6378, 0.667, 0.667, 0.502
5, 2, 0.6388, 0.667, 0.667, 0.502
5, 3, 0.6334, 0.667, 0.667, 0.503
5, 4, 1.1604, 0.000, 0.500, 0.501
5, 5, 0.6304, 0.667, 0.533, 0.502
5, 6, 0.8567, 0.333, 0.500, 0.501
5, 7, 0.6318, 0.667, 0.524, 0.502
5, 8, 0.9557, 0.000, 0.458, 0.500
5, 9, 0.5326, 1.000, 0.519, 0.502
5, 10, 0.5586, 1.000, 0.567, 0.503
5, 11, 0.7404, 0.333, 0.545, 0.503
5, 12, 0.6560, 0.667, 0.556, 0.503
5, 13, 0.6519, 0.667, 0.564, 0.504
5, 14, 0.6611, 0.667, 0.571, 0.505
5, 15, 0.6719, 0.667, 0.578, 0.505
5, 16, 0.6652, 0.667, 0.583, 0.506
5, 17, 0.7276, 0.333, 0.569, 0.505
5, 18, 0.6685, 0.667, 0.574, 0.506
5, 19, 0.7314, 0.333, 0.561, 0.505
5, 20, 0.6526, 0.667, 0.567, 0.506
5, 21, 0.7151, 0.333, 0.556, 0.505
5, 22, 0.7191, 0.333, 0.545, 0.504
5, 23, 0.6721, 0.667, 0.551, 0.505
5, 24, 0.6669, 0.667, 0.556, 0.505
5, 25, 0.6188, 1.000, 0.573, 0.507
5, 26, 0.7201, 0.333, 0.564, 0.507
5, 27, 0.6704, 0.667, 0.568, 0.507
5, 28, 0.7238, 0.333, 0.560, 0.506
5, 29, 0.6008, 1.000, 0.575, 0.508
5, 30, 0.7265, 0.333, 0.567, 0.508
5, 31, 0.8035, 0.000, 0.548, 0.506
5, 32, 0.6010, 1.000, 0.562, 0.507
5, 33, 0.6403, 0.667, 0.566, 0.508
5, 34, 0.7204, 0.333, 0.559, 0.507
5, 35, 0.7206, 0.333, 0.552, 0.507
5, 36, 0.6703, 0.667, 0.556, 0.507
5, 37, 0.7072, 0.333, 0.550, 0.507
5, 38, 0.5836, 1.000, 0.561, 0.508
5, 39, 0.7104, 0.333, 0.556, 0.508
5, 40, 0.7480, 0.000, 0.542, 0.506
5, 41, 0.6897, 1.000, 0.553, 0.508
5, 42, 0.6719, 0.667, 0.556, 0.508
5, 43, 0.6959, 0.333, 0.550, 0.508
5, 44, 0.6692, 0.667, 0.553, 0.508
5, 45, 0.6659, 0.667, 0.556, 0.509
5, 46, 0.6719, 0.667, 0.558, 0.509
5, 47, 0.6843, 0.667, 0.560, 0.510
5, 48, 0.7845, 0.000, 0.549, 0.508
5, 49, 0.6817, 0.667, 0.551, 0.509
5, 50, 0.6454, 1.000, 0.560, 0.510
5, 51, 0.6995, 0.667, 0.562, 0.511
5, 52, 0.7192, 0.333, 0.558, 0.510
5, 53, 0.7110, 0.333, 0.553, 0.510
5, 54, 0.7329, 0.333, 0.549, 0.509
5, 55, 0.7400, 0.333, 0.545, 0.508
5, 56, 0.5854, 1.000, 0.554, 0.510
5, 57, 0.7351, 0.333, 0.550, 0.509
5, 58, 0.7014, 0.333, 0.546, 0.509
5, 59, 0.7390, 0.333, 0.542, 0.508
5, 60, 0.7116, 1.000, 0.550, 0.510
5, 61, 0.6506, 0.667, 0.552, 0.510
5, 62, 0.6609, 0.667, 0.554, 0.511
5, 63, 0.7525, 0.333, 0.550, 0.510
5, 64, 0.4809, 1.000, 0.557, 0.512
5, 65, 0.6352, 0.667, 0.559, 0.512
5, 66, 0.6494, 0.667, 0.561, 0.513
5, 67, 0.6510, 0.667, 0.562, 0.513
5, 68, 1.0477, 0.333, 0.559, 0.512
5, 69, 0.6336, 0.667, 0.560, 0.513
5, 70, 0.6550, 0.667, 0.562, 0.513
6, 1, 0.6258, 0.667, 0.667, 0.514
6, 2, 0.7662, 0.333, 0.500, 0.513
6, 3, 0.6657, 0.667, 0.556, 0.514
6, 4, 0.7198, 0.333, 0.500, 0.513
6, 5, 0.7260, 0.333, 0.467, 0.513
6, 6, 0.7770, 0.000, 0.389, 0.511
6, 7, 0.6584, 1.000, 0.476, 0.513
6, 8, 0.6801, 0.333, 0.458, 0.512
6, 9, 0.6962, 0.333, 0.444, 0.512
6, 10, 0.6724, 0.667, 0.467, 0.512
6, 11, 0.6624, 0.667, 0.485, 0.512
6, 12, 0.6304, 1.000, 0.528, 0.514
6, 13, 0.6593, 0.667, 0.538, 0.514
6, 14, 0.7499, 0.333, 0.524, 0.514
6, 15, 0.6012, 0.667, 0.533, 0.514
6, 16, 0.9248, 0.000, 0.500, 0.513
6, 17, 0.8548, 0.000, 0.471, 0.511
6, 18, 0.7045, 0.333, 0.463, 0.511
6, 19, 0.7087, 0.667, 0.474, 0.511
6, 20, 0.6768, 1.000, 0.500, 0.513
6, 21, 0.6693, 0.667, 0.508, 0.513
6, 22, 0.7022, 0.333, 0.500, 0.513
6, 23, 0.6759, 0.667, 0.507, 0.513
6, 24, 0.6641, 0.667, 0.514, 0.513
6, 25, 0.7119, 0.333, 0.507, 0.513
6, 26, 0.7028, 0.333, 0.500, 0.512
6, 27, 0.6049, 1.000, 0.519, 0.514
6, 28, 0.6731, 0.667, 0.524, 0.514
6, 29, 0.6524, 0.667, 0.529, 0.515
6, 30, 0.8094, 0.000, 0.511, 0.513
6, 31, 0.7638, 0.333, 0.505, 0.513
6, 32, 0.7022, 0.333, 0.500, 0.512
6, 33, 0.7093, 0.333, 0.495, 0.512
6, 34, 0.6182, 1.000, 0.510, 0.513
6, 35, 0.7134, 0.333, 0.505, 0.513
6, 36, 0.6467, 0.667, 0.509, 0.513
6, 37, 0.6845, 1.000, 0.523, 0.514
6, 38, 0.6380, 0.667, 0.526, 0.515
6, 39, 0.6973, 0.333, 0.521, 0.514
6, 40, 0.7163, 0.667, 0.525, 0.515
6, 41, 0.6813, 0.667, 0.528, 0.515
6, 42, 0.6326, 0.667, 0.532, 0.515
6, 43, 0.5573, 1.000, 0.543, 0.517
6, 44, 0.4633, 1.000, 0.553, 0.518
6, 45, 0.5150, 0.667, 0.556, 0.518
6, 46, 0.8457, 0.667, 0.558, 0.519
6, 47, 1.2753, 0.667, 0.560, 0.519
6, 48, 0.6794, 0.667, 0.562, 0.519
6, 49, 0.7263, 0.333, 0.558, 0.519
6, 50, 0.6336, 0.667, 0.560, 0.519
6, 51, 0.9435, 0.000, 0.549, 0.518
6, 52, 0.8785, 0.000, 0.538, 0.517
6, 53, 0.6542, 0.667, 0.541, 0.517
6, 54, 0.6554, 0.333, 0.537, 0.517
6, 55, 0.6800, 0.667, 0.539, 0.517
6, 56, 0.6635, 0.667, 0.542, 0.517
6, 57, 0.7555, 0.000, 0.532, 0.516
6, 58, 0.6517, 0.667, 0.534, 0.516
6, 59, 0.7755, 0.000, 0.525, 0.515
6, 60, 0.6228, 1.000, 0.533, 0.516
6, 61, 0.6876, 0.333, 0.530, 0.516
6, 62, 0.7434, 0.000, 0.522, 0.515
6, 63, 0.6853, 0.667, 0.524, 0.515
6, 64, 0.6687, 0.667, 0.526, 0.515
6, 65, 0.6862, 0.667, 0.528, 0.516
6, 66, 0.7173, 0.333, 0.525, 0.515
6, 67, 0.5777, 1.000, 0.532, 0.516
6, 68, 0.7312, 0.333, 0.529, 0.516
6, 69, 0.7510, 0.333, 0.527, 0.516
6, 70, 0.6413, 0.667, 0.529, 0.516
7, 1, 0.6218, 0.667, 0.667, 0.516
7, 2, 0.6206, 0.667, 0.667, 0.517
7, 3, 0.6329, 0.667, 0.667, 0.517
7, 4, 0.7968, 0.333, 0.583, 0.517
7, 5, 0.7977, 0.333, 0.533, 0.516
7, 6, 0.6319, 0.667, 0.556, 0.516
7, 7, 0.7584, 0.333, 0.524, 0.516
7, 8, 0.8817, 0.000, 0.458, 0.515
7, 9, 0.5673, 1.000, 0.519, 0.516
7, 10, 0.8081, 0.000, 0.467, 0.515
7, 11, 0.6918, 0.333, 0.455, 0.514
7, 12, 0.6278, 0.667, 0.472, 0.515
7, 13, 0.6815, 1.000, 0.513, 0.516
7, 14, 0.6942, 0.667, 0.524, 0.516
7, 15, 0.6602, 1.000, 0.556, 0.517
7, 16, 0.6768, 0.667, 0.562, 0.518
7, 17, 0.6638, 0.667, 0.569, 0.518
7, 18, 0.6485, 1.000, 0.593, 0.519
7, 19, 0.6666, 0.667, 0.596, 0.519
7, 20, 0.6031, 0.667, 0.600, 0.520
7, 21, 0.7342, 0.333, 0.587, 0.519
7, 22, 0.7444, 0.333, 0.576, 0.519
7, 23, 0.6649, 0.667, 0.580, 0.519
7, 24, 0.7852, 0.333, 0.569, 0.519
7, 25, 0.7647, 0.333, 0.560, 0.518
7, 26, 0.7314, 0.333, 0.551, 0.518
7, 27, 0.5898, 1.000, 0.568, 0.519
7, 28, 0.5589, 1.000, 0.583, 0.520
7, 29, 0.5599, 1.000, 0.598, 0.521
7, 30, 0.8325, 0.000, 0.578, 0.520
7, 31, 0.6890, 0.667, 0.581, 0.520
7, 32, 0.6832, 0.333, 0.573, 0.520
7, 33, 0.8457, 0.333, 0.566, 0.519
7, 34, 0.7880, 0.333, 0.559, 0.519
7, 35, 0.6611, 1.000, 0.571, 0.520
7, 36, 0.6658, 0.667, 0.574, 0.520
7, 37, 0.5329, 1.000, 0.586, 0.522
7, 38, 0.5954, 0.333, 0.579, 0.521
7, 39, 0.6690, 0.667, 0.581, 0.521
7, 40, 0.8653, 0.333, 0.575, 0.521
7, 41, 0.2421, 1.000, 0.585, 0.522
7, 42, 0.5472, 0.667, 0.587, 0.522
7, 43, 1.0521, 0.000, 0.574, 0.521
7, 44, 0.4371, 0.667, 0.576, 0.522
7, 45, 0.3942, 1.000, 0.585, 0.523
7, 46, 0.5232, 0.667, 0.587, 0.523
7, 47, 0.5737, 1.000, 0.596, 0.524
7, 48, 0.5411, 1.000, 0.604, 0.525
7, 49, 0.4341, 1.000, 0.612, 0.526
7, 50, 0.2758, 1.000, 0.620, 0.527
7, 51, 0.5903, 0.667, 0.621, 0.527
7, 52, 1.8973, 0.333, 0.615, 0.527
7, 53, 1.4030, 0.333, 0.610, 0.526
7, 54, 0.5596, 0.667, 0.611, 0.527
7, 55, 0.5264, 1.000, 0.618, 0.528
7, 56, 0.5563, 1.000, 0.625, 0.529
7, 57, 0.5466, 1.000, 0.632, 0.530
7, 58, 0.7025, 0.667, 0.632, 0.530
7, 59, 0.6603, 0.667, 0.633, 0.530
7, 60, 0.5653, 1.000, 0.639, 0.531
7, 61, 0.7443, 0.333, 0.634, 0.531
7, 62, 0.5679, 0.667, 0.634, 0.531
7, 63, 0.7168, 0.667, 0.635, 0.531
7, 64, 0.6179, 0.667, 0.635, 0.532
7, 65, 0.7271, 0.667, 0.636, 0.532
7, 66, 0.7819, 0.333, 0.631, 0.532
7, 67, 0.5629, 1.000, 0.637, 0.533
7, 68, 0.4233, 0.667, 0.637, 0.533
7, 69, 0.6181, 0.667, 0.638, 0.533
7, 70, 0.6626, 0.333, 0.633, 0.533
8, 1, 1.0274, 0.000, 0.000, 0.532
8, 2, 0.5101, 1.000, 0.500, 0.533
8, 3, 0.6362, 0.667, 0.556, 0.533
8, 4, 1.0147, 0.333, 0.500, 0.532
8, 5, 0.6950, 0.667, 0.533, 0.533
8, 6, 0.4531, 0.667, 0.556, 0.533
8, 7, 0.5375, 0.667, 0.571, 0.533
8, 8, 0.5100, 0.667, 0.583, 0.533
8, 9, 0.6193, 1.000, 0.630, 0.534
8, 10, 0.5352, 0.333, 0.600, 0.534
8, 11, 0.6116, 0.667, 0.606, 0.534
8, 12, 0.5884, 1.000, 0.639, 0.535
8, 13, 0.5206, 1.000, 0.667, 0.536
8, 14, 0.5572, 1.000, 0.690, 0.537
8, 15, 0.4517, 1.000, 0.711, 0.538
8, 16, 0.7212, 0.667, 0.708, 0.538
8, 17, 0.3349, 1.000, 0.725, 0.539
8, 18, 0.8045, 0.667, 0.722, 0.539
8, 19, 1.0873, 0.333, 0.702, 0.539
8, 20, 0.3185, 1.000, 0.717, 0.540
8, 21, 0.4363, 1.000, 0.730, 0.541
8, 22, 0.4675, 1.000, 0.742, 0.542
8, 23, 0.5166, 1.000, 0.754, 0.543
8, 24, 0.3775, 1.000, 0.764, 0.543
8, 25, 0.3009, 0.667, 0.760, 0.544
8, 26, 0.7177, 1.000, 0.769, 0.545
8, 27, 0.9937, 0.667, 0.765, 0.545
8, 28, 0.6427, 0.667, 0.762, 0.545
8, 29, 0.2406, 1.000, 0.770, 0.546
8, 30, 0.7619, 1.000, 0.778, 0.547
8, 31, 0.5665, 1.000, 0.785, 0.548
8, 32, 0.4415, 1.000, 0.792, 0.549
8, 33, 0.6311, 0.667, 0.788, 0.549
8, 34, 1.1979, 0.667, 0.784, 0.549
8, 35, 0.6390, 1.000, 0.790, 0.550
8, 36, 0.7709, 1.000, 0.796, 0.551
8, 37, 0.1582, 0.667, 0.793, 0.551
8, 38, 0.0891, 1.000, 0.798, 0.552
8, 39, 0.5505, 1.000, 0.803, 0.553
8, 40, 0.0034, 1.000, 0.808, 0.553
8, 41, 0.8290, 0.667, 0.805, 0.554
8, 42, 0.3350, 1.000, 0.810, 0.555
8, 43, 0.3221, 1.000, 0.814, 0.555
8, 44, 0.3366, 0.667, 0.811, 0.556
8, 45, 0.4970, 0.667, 0.807, 0.556
