Epoch, Batch, LR, Loss, BatchAccuracy, EpochAccuracy, TotalAccuracy, TestAccuracy
1, 28, 0.01, 0.6947, 0.333, 0.512, 0.512, 0.000
1, 29, 0.01, 0.6934, 0.667, 0.517, 0.517, 0.000
1, 30, 0.01, 0.6934, 0.667, 0.522, 0.522, 0.000
1, 31, 0.01, 0.6933, 0.667, 0.527, 0.527, 0.000
1, 32, 0.01, 0.6945, 0.333, 0.521, 0.521, 0.000
1, 33, 0.01, 0.6940, 0.333, 0.515, 0.515, 0.000
1, 34, 0.01, 0.6930, 0.667, 0.520, 0.520, 0.000
1, 35, 0.01, 0.6933, 0.333, 0.514, 0.514, 0.000
1, 36, 0.01, 0.6931, 0.000, 0.500, 0.500, 0.000
1, 37, 0.01, 0.6932, 0.333, 0.495, 0.495, 0.000
1, 38, 0.01, 0.6933, 0.333, 0.491, 0.491, 0.000
1, 39, 0.01, 0.6926, 1.000, 0.504, 0.504, 0.000
1, 40, 0.01, 0.6930, 0.667, 0.508, 0.508, 0.000
1, 41, 0.01, 0.6937, 0.333, 0.504, 0.504, 0.000
1, 42, 0.01, 0.6931, 0.667, 0.508, 0.508, 0.000
1, 43, 0.01, 0.6930, 0.667, 0.512, 0.512, 0.000
1, 44, 0.01, 0.6939, 0.333, 0.508, 0.508, 0.000
1, 45, 0.01, 0.6939, 0.333, 0.504, 0.504, 0.000
1, 46, 0.01, 0.6930, 0.667, 0.507, 0.507, 0.000
1, 47, 0.01, 0.6930, 0.667, 0.511, 0.511, 0.000
1, 48, 0.01, 0.6935, 0.333, 0.507, 0.507, 0.000
1, 49, 0.01, 0.6930, 0.667, 0.510, 0.510, 0.000
1, 50, 0.01, 0.6930, 0.667, 0.513, 0.513, 0.000
1, 51, 0.01, 0.6931, 0.667, 0.516, 0.516, 0.000
1, 52, 0.01, 0.6932, 0.667, 0.519, 0.519, 0.000
1, 53, 0.01, 0.6931, 1.000, 0.528, 0.528, 0.000
1, 54, 0.01, 0.6931, 0.667, 0.531, 0.531, 0.000
1, 55, 0.01, 0.6934, 0.333, 0.527, 0.527, 0.000
1, 56, 0.01, 0.6940, 0.000, 0.518, 0.518, 0.000
1, 57, 0.01, 0.6930, 0.667, 0.520, 0.520, 0.000
1, 58, 0.01, 0.6925, 1.000, 0.529, 0.529, 0.000
1, 59, 0.01, 0.6929, 0.667, 0.531, 0.531, 0.000
1, 60, 0.01, 0.6937, 0.333, 0.528, 0.528, 0.000
1, 61, 0.01, 0.6937, 0.333, 0.525, 0.525, 0.000
1, 62, 0.01, 0.6942, 0.000, 0.516, 0.516, 0.000
1, 63, 0.01, 0.6935, 0.333, 0.513, 0.513, 0.000
1, 64, 0.01, 0.6938, 0.000, 0.505, 0.505, 0.000
1, 65, 0.01, 0.6931, 0.000, 0.497, 0.497, 0.000
1, 66, 0.01, 0.6931, 0.333, 0.495, 0.495, 0.000
1, 67, 0.01, 0.6932, 0.333, 0.493, 0.493, 0.000
1, 68, 0.01, 0.6934, 0.333, 0.490, 0.490, 0.000
1, 69, 0.01, 0.6934, 0.333, 0.488, 0.488, 0.000
1, 70, 0.01, 0.6939, 0.000, 0.481, 0.481, 0.000
2, 1, 0.01, 0.6934, 0.333, 0.333, 0.479, 0.500
2, 2, 0.01, 0.6934, 0.333, 0.333, 0.477, 0.500
2, 3, 0.01, 0.6930, 0.667, 0.444, 0.479, 0.500
2, 4, 0.01, 0.6929, 1.000, 0.583, 0.486, 0.500
2, 5, 0.01, 0.6933, 0.333, 0.533, 0.484, 0.500
2, 6, 0.01, 0.6934, 0.000, 0.444, 0.478, 0.500
2, 7, 0.01, 0.6929, 1.000, 0.524, 0.485, 0.500
2, 8, 0.01, 0.6932, 1.000, 0.583, 0.491, 0.500
2, 9, 0.01, 0.6931, 0.667, 0.593, 0.494, 0.500
2, 10, 0.01, 0.6933, 0.333, 0.567, 0.492, 0.500
2, 11, 0.01, 0.6932, 0.333, 0.545, 0.490, 0.500
2, 12, 0.01, 0.6930, 0.667, 0.556, 0.492, 0.500
2, 13, 0.01, 0.6932, 0.333, 0.538, 0.490, 0.500
2, 14, 0.01, 0.6929, 1.000, 0.571, 0.496, 0.500
2, 15, 0.01, 0.6931, 0.667, 0.578, 0.498, 0.500
2, 16, 0.01, 0.6933, 0.333, 0.562, 0.496, 0.500
2, 17, 0.01, 0.6929, 0.667, 0.569, 0.498, 0.500
2, 18, 0.01, 0.6932, 0.333, 0.556, 0.496, 0.500
2, 19, 0.01, 0.6933, 0.333, 0.544, 0.494, 0.500
2, 20, 0.01, 0.6937, 0.000, 0.517, 0.489, 0.500
2, 21, 0.01, 0.6930, 0.667, 0.524, 0.491, 0.500
2, 22, 0.01, 0.6932, 0.333, 0.515, 0.489, 0.500
2, 23, 0.01, 0.6933, 0.667, 0.522, 0.491, 0.500
2, 24, 0.01, 0.6931, 0.333, 0.514, 0.489, 0.500
2, 25, 0.01, 0.6930, 0.667, 0.520, 0.491, 0.500
2, 26, 0.01, 0.6932, 0.333, 0.513, 0.490, 0.500
2, 27, 0.01, 0.6930, 0.667, 0.519, 0.491, 0.500
2, 28, 0.01, 0.6930, 0.667, 0.524, 0.493, 0.500
2, 29, 0.01, 0.6941, 0.000, 0.506, 0.488, 0.500
2, 30, 0.01, 0.6940, 0.000, 0.489, 0.483, 0.500
2, 31, 0.01, 0.6930, 0.667, 0.495, 0.485, 0.500
2, 32, 0.01, 0.6935, 0.333, 0.490, 0.484, 0.500
2, 33, 0.01, 0.6934, 0.333, 0.485, 0.482, 0.500
2, 34, 0.01, 0.6934, 0.333, 0.480, 0.481, 0.500
2, 35, 0.01, 0.6933, 0.333, 0.476, 0.479, 0.500
2, 36, 0.01, 0.6932, 0.333, 0.472, 0.478, 0.500
2, 37, 0.01, 0.6929, 0.333, 0.468, 0.477, 0.500
2, 38, 0.01, 0.6933, 0.333, 0.465, 0.475, 0.500
2, 39, 0.01, 0.6931, 1.000, 0.479, 0.480, 0.500
2, 40, 0.01, 0.6932, 0.333, 0.475, 0.479, 0.500
2, 41, 0.01, 0.6932, 0.333, 0.472, 0.477, 0.500
2, 42, 0.01, 0.6931, 0.333, 0.468, 0.476, 0.500
2, 43, 0.01, 0.6934, 0.333, 0.465, 0.475, 0.500
2, 44, 0.01, 0.6928, 1.000, 0.477, 0.480, 0.500
2, 45, 0.01, 0.6931, 0.333, 0.474, 0.478, 0.500
2, 46, 0.01, 0.6929, 0.667, 0.478, 0.480, 0.500
2, 47, 0.01, 0.6933, 0.333, 0.475, 0.479, 0.500
2, 48, 0.01, 0.6931, 0.667, 0.479, 0.480, 0.500
2, 49, 0.01, 0.6934, 0.333, 0.476, 0.479, 0.500
2, 50, 0.01, 0.6936, 0.000, 0.467, 0.475, 0.500
2, 51, 0.01, 0.6930, 0.667, 0.471, 0.477, 0.500
2, 52, 0.01, 0.6930, 0.667, 0.474, 0.478, 0.500
2, 53, 0.01, 0.6930, 0.667, 0.478, 0.480, 0.500
2, 54, 0.01, 0.6931, 0.667, 0.481, 0.481, 0.500
2, 55, 0.01, 0.6932, 0.667, 0.485, 0.483, 0.500
2, 56, 0.01, 0.6932, 0.667, 0.488, 0.484, 0.500
2, 57, 0.01, 0.6931, 0.667, 0.491, 0.486, 0.500
2, 58, 0.01, 0.6929, 1.000, 0.500, 0.490, 0.500
2, 59, 0.01, 0.6930, 0.667, 0.503, 0.491, 0.500
2, 60, 0.01, 0.6930, 1.000, 0.511, 0.495, 0.500
2, 61, 0.01, 0.6932, 0.333, 0.508, 0.494, 0.500
2, 62, 0.01, 0.6931, 0.667, 0.511, 0.495, 0.500
2, 63, 0.01, 0.6932, 0.333, 0.508, 0.494, 0.500
2, 64, 0.01, 0.6931, 1.000, 0.516, 0.498, 0.500
2, 65, 0.01, 0.6930, 0.667, 0.518, 0.499, 0.500
2, 66, 0.01, 0.6930, 0.667, 0.520, 0.500, 0.500
2, 67, 0.01, 0.6930, 0.667, 0.522, 0.501, 0.500
2, 68, 0.01, 0.6929, 1.000, 0.529, 0.505, 0.500
2, 69, 0.01, 0.6932, 0.000, 0.522, 0.501, 0.500
2, 70, 0.01, 0.6931, 0.333, 0.519, 0.500, 0.500
3, 1, 0.01, 0.6932, 0.333, 0.333, 0.499, 0.560
3, 2, 0.01, 0.6930, 0.667, 0.500, 0.500, 0.560
3, 3, 0.01, 0.6929, 1.000, 0.667, 0.503, 0.560
3, 4, 0.01, 0.6930, 0.667, 0.667, 0.505, 0.560
3, 5, 0.01, 0.6931, 0.333, 0.600, 0.503, 0.560
3, 6, 0.01, 0.6933, 0.333, 0.556, 0.502, 0.560
3, 7, 0.01, 0.6928, 0.667, 0.571, 0.503, 0.560
3, 8, 0.01, 0.6931, 0.667, 0.583, 0.505, 0.560
3, 9, 0.01, 0.6930, 0.667, 0.593, 0.506, 0.560
3, 10, 0.01, 0.6933, 0.333, 0.567, 0.504, 0.560
3, 11, 0.01, 0.6929, 0.667, 0.576, 0.506, 0.560
3, 12, 0.01, 0.6931, 0.333, 0.556, 0.504, 0.560
3, 13, 0.01, 0.6932, 0.667, 0.564, 0.505, 0.560
3, 14, 0.01, 0.6928, 1.000, 0.595, 0.509, 0.560
3, 15, 0.01, 0.6931, 0.667, 0.600, 0.510, 0.560
3, 16, 0.01, 0.6931, 1.000, 0.625, 0.513, 0.560
3, 17, 0.01, 0.6929, 1.000, 0.647, 0.516, 0.560
3, 18, 0.01, 0.6928, 1.000, 0.667, 0.519, 0.560
3, 19, 0.01, 0.6928, 0.667, 0.667, 0.520, 0.560
3, 20, 0.01, 0.6929, 0.667, 0.667, 0.521, 0.560
3, 21, 0.01, 0.6929, 0.333, 0.651, 0.520, 0.560
3, 22, 0.01, 0.6927, 0.667, 0.652, 0.521, 0.560
3, 23, 0.01, 0.6944, 0.000, 0.623, 0.517, 0.560
3, 24, 0.01, 0.6943, 0.000, 0.597, 0.514, 0.560
3, 25, 0.01, 0.6934, 0.333, 0.587, 0.513, 0.560
3, 26, 0.01, 0.6937, 0.333, 0.577, 0.512, 0.560
3, 27, 0.01, 0.6937, 0.333, 0.568, 0.511, 0.560
3, 28, 0.01, 0.6930, 1.000, 0.583, 0.514, 0.560
3, 29, 0.01, 0.6932, 0.333, 0.575, 0.513, 0.560
3, 30, 0.01, 0.6932, 0.333, 0.567, 0.512, 0.560
3, 31, 0.01, 0.6931, 0.333, 0.559, 0.511, 0.560
3, 32, 0.01, 0.6922, 1.000, 0.573, 0.514, 0.560
3, 33, 0.01, 0.6929, 0.667, 0.576, 0.514, 0.560
3, 34, 0.01, 0.6936, 0.333, 0.569, 0.513, 0.560
3, 35, 0.01, 0.6943, 0.000, 0.552, 0.510, 0.560
3, 36, 0.01, 0.6927, 0.667, 0.556, 0.511, 0.560
3, 37, 0.01, 0.6935, 0.000, 0.541, 0.508, 0.560
3, 38, 0.01, 0.6927, 1.000, 0.553, 0.511, 0.560
3, 39, 0.01, 0.6925, 1.000, 0.564, 0.514, 0.560
3, 40, 0.01, 0.6926, 1.000, 0.575, 0.517, 0.560
3, 41, 0.01, 0.6929, 0.667, 0.577, 0.517, 0.560
3, 42, 0.01, 0.6930, 0.667, 0.579, 0.518, 0.560
3, 43, 0.01, 0.6929, 1.000, 0.589, 0.521, 0.560
3, 44, 0.01, 0.6930, 0.333, 0.583, 0.520, 0.560
3, 45, 0.01, 0.6934, 0.333, 0.578, 0.519, 0.560
3, 46, 0.01, 0.6929, 1.000, 0.587, 0.522, 0.560
3, 47, 0.01, 0.6930, 0.667, 0.589, 0.522, 0.560
3, 48, 0.01, 0.6932, 0.333, 0.583, 0.521, 0.560
3, 49, 0.01, 0.6930, 0.333, 0.578, 0.520, 0.560
3, 50, 0.01, 0.6926, 1.000, 0.587, 0.523, 0.560
3, 51, 0.01, 0.6934, 0.000, 0.575, 0.520, 0.560
3, 52, 0.01, 0.6931, 0.333, 0.571, 0.519, 0.560
3, 53, 0.01, 0.6928, 0.667, 0.572, 0.520, 0.560
3, 54, 0.01, 0.6933, 0.333, 0.568, 0.519, 0.560
3, 55, 0.01, 0.6930, 0.667, 0.570, 0.520, 0.560
3, 56, 0.01, 0.6934, 0.333, 0.565, 0.519, 0.560
3, 57, 0.01, 0.6932, 0.333, 0.561, 0.518, 0.560
3, 58, 0.01, 0.6931, 0.333, 0.557, 0.517, 0.560
3, 59, 0.01, 0.6928, 1.000, 0.565, 0.519, 0.560
3, 60, 0.01, 0.6930, 0.333, 0.561, 0.518, 0.560
3, 61, 0.01, 0.6933, 0.333, 0.557, 0.517, 0.560
3, 62, 0.01, 0.6928, 1.000, 0.565, 0.520, 0.560
3, 63, 0.01, 0.6929, 1.000, 0.571, 0.522, 0.560
3, 64, 0.01, 0.6929, 0.667, 0.573, 0.523, 0.560
3, 65, 0.01, 0.6929, 0.667, 0.574, 0.524, 0.560
3, 66, 0.01, 0.6932, 0.333, 0.571, 0.523, 0.560
3, 67, 0.01, 0.6923, 1.000, 0.577, 0.525, 0.560
3, 68, 0.01, 0.6924, 1.000, 0.583, 0.527, 0.560
3, 69, 0.01, 0.6925, 1.000, 0.589, 0.530, 0.560
3, 70, 0.01, 0.6935, 0.667, 0.590, 0.530, 0.560
4, 1, 0.01, 0.6924, 1.000, 1.000, 0.532, 0.593
4, 2, 0.01, 0.6920, 1.000, 1.000, 0.535, 0.593
4, 3, 0.01, 0.6945, 0.000, 0.667, 0.532, 0.593
4, 4, 0.01, 0.6931, 0.667, 0.667, 0.533, 0.593
4, 5, 0.01, 0.6937, 0.667, 0.667, 0.533, 0.593
4, 6, 0.01, 0.6922, 1.000, 0.722, 0.535, 0.593
4, 7, 0.01, 0.6925, 0.667, 0.714, 0.536, 0.593
4, 8, 0.01, 0.6924, 1.000, 0.750, 0.538, 0.593
4, 9, 0.01, 0.6933, 0.667, 0.741, 0.539, 0.593
4, 10, 0.01, 0.6925, 1.000, 0.767, 0.541, 0.593
4, 11, 0.01, 0.6943, 0.333, 0.727, 0.540, 0.593
4, 12, 0.01, 0.6928, 0.667, 0.722, 0.541, 0.593
4, 13, 0.01, 0.6929, 1.000, 0.744, 0.543, 0.593
4, 14, 0.01, 0.6933, 0.667, 0.738, 0.543, 0.593
4, 15, 0.01, 0.6927, 1.000, 0.756, 0.545, 0.593
4, 16, 0.01, 0.6926, 1.000, 0.771, 0.547, 0.593
4, 17, 0.01, 0.6929, 0.667, 0.765, 0.548, 0.593
4, 18, 0.01, 0.6929, 1.000, 0.778, 0.550, 0.593
4, 19, 0.01, 0.6934, 0.667, 0.772, 0.550, 0.593
4, 20, 0.01, 0.6933, 0.667, 0.767, 0.551, 0.593
4, 21, 0.01, 0.6927, 0.667, 0.762, 0.551, 0.593
4, 22, 0.01, 0.6935, 0.667, 0.758, 0.552, 0.593
4, 23, 0.01, 0.6935, 0.333, 0.739, 0.551, 0.593
4, 24, 0.01, 0.6931, 0.667, 0.736, 0.551, 0.593
4, 25, 0.01, 0.6929, 0.667, 0.733, 0.552, 0.593
4, 26, 0.01, 0.6928, 0.667, 0.731, 0.552, 0.593
4, 27, 0.01, 0.6928, 0.667, 0.728, 0.553, 0.593
4, 28, 0.01, 0.6941, 0.000, 0.702, 0.550, 0.593
4, 29, 0.01, 0.6930, 0.667, 0.701, 0.551, 0.593
4, 30, 0.01, 0.6928, 1.000, 0.711, 0.553, 0.593
4, 31, 0.01, 0.6930, 0.667, 0.710, 0.553, 0.593
4, 32, 0.01, 0.6929, 1.000, 0.719, 0.555, 0.593
4, 33, 0.01, 0.6931, 0.667, 0.717, 0.556, 0.593
4, 34, 0.01, 0.6931, 0.667, 0.716, 0.556, 0.593
4, 35, 0.01, 0.6930, 0.667, 0.714, 0.556, 0.593
4, 36, 0.01, 0.6927, 0.667, 0.713, 0.557, 0.593
4, 37, 0.01, 0.6927, 0.667, 0.712, 0.557, 0.593
4, 38, 0.01, 0.6929, 0.667, 0.711, 0.558, 0.593
4, 39, 0.01, 0.6930, 0.667, 0.709, 0.558, 0.593
4, 40, 0.01, 0.6934, 0.333, 0.700, 0.557, 0.593
4, 41, 0.01, 0.6933, 0.333, 0.691, 0.556, 0.593
4, 42, 0.01, 0.6929, 0.667, 0.690, 0.557, 0.593
4, 43, 0.01, 0.6930, 0.667, 0.690, 0.557, 0.593
4, 44, 0.01, 0.6934, 0.333, 0.682, 0.556, 0.593
4, 45, 0.01, 0.6929, 0.667, 0.681, 0.557, 0.593
4, 46, 0.01, 0.6930, 0.667, 0.681, 0.557, 0.593
4, 47, 0.01, 0.6938, 0.000, 0.667, 0.555, 0.593
4, 48, 0.01, 0.6931, 0.333, 0.660, 0.554, 0.593
4, 49, 0.01, 0.6931, 0.333, 0.653, 0.553, 0.593
4, 50, 0.01, 0.6931, 1.000, 0.660, 0.555, 0.593
4, 51, 0.01, 0.6928, 1.000, 0.667, 0.557, 0.593
4, 52, 0.01, 0.6930, 0.333, 0.660, 0.556, 0.593
4, 53, 0.01, 0.6927, 1.000, 0.667, 0.558, 0.593
4, 54, 0.01, 0.6928, 1.000, 0.673, 0.559, 0.593
4, 55, 0.01, 0.6928, 1.000, 0.679, 0.561, 0.593
4, 56, 0.01, 0.6926, 1.000, 0.685, 0.563, 0.593
4, 57, 0.01, 0.6934, 0.333, 0.678, 0.562, 0.593
4, 58, 0.01, 0.6929, 0.667, 0.678, 0.562, 0.593
4, 59, 0.01, 0.6922, 1.000, 0.684, 0.564, 0.593
4, 60, 0.01, 0.6930, 0.333, 0.678, 0.563, 0.593
4, 61, 0.01, 0.6933, 0.667, 0.678, 0.563, 0.593
4, 62, 0.01, 0.6940, 0.333, 0.672, 0.562, 0.593
4, 63, 0.01, 0.6941, 0.333, 0.667, 0.562, 0.593
4, 64, 0.01, 0.6933, 0.667, 0.667, 0.562, 0.593
4, 65, 0.01, 0.6929, 0.667, 0.667, 0.562, 0.593
4, 66, 0.01, 0.6933, 0.333, 0.662, 0.562, 0.593
4, 67, 0.01, 0.6929, 0.333, 0.657, 0.561, 0.593
4, 68, 0.01, 0.6930, 0.667, 0.657, 0.561, 0.593
4, 69, 0.01, 0.6935, 0.000, 0.647, 0.559, 0.593
4, 70, 0.01, 0.6926, 0.667, 0.648, 0.560, 0.593
5, 1, 0.01, 0.6931, 0.333, 0.333, 0.559, 0.600
5, 2, 0.01, 0.6926, 1.000, 0.667, 0.560, 0.600
5, 3, 0.01, 0.6933, 0.000, 0.444, 0.558, 0.600
5, 4, 0.01, 0.6935, 0.000, 0.333, 0.556, 0.600
5, 5, 0.01, 0.6925, 1.000, 0.467, 0.558, 0.600
5, 6, 0.01, 0.6934, 0.333, 0.444, 0.557, 0.600
5, 7, 0.01, 0.6928, 0.667, 0.476, 0.557, 0.600
5, 8, 0.01, 0.6929, 1.000, 0.542, 0.559, 0.600
5, 9, 0.01, 0.6925, 1.000, 0.593, 0.561, 0.600
5, 10, 0.01, 0.6928, 0.667, 0.600, 0.561, 0.600
5, 11, 0.01, 0.6928, 0.667, 0.606, 0.561, 0.600
5, 12, 0.01, 0.6922, 1.000, 0.639, 0.563, 0.600
5, 13, 0.01, 0.6931, 0.667, 0.641, 0.563, 0.600
5, 14, 0.01, 0.6933, 0.667, 0.643, 0.563, 0.600
5, 15, 0.01, 0.6928, 0.667, 0.644, 0.564, 0.600
5, 16, 0.01, 0.6944, 0.667, 0.646, 0.564, 0.600
5, 17, 0.01, 0.6928, 0.667, 0.647, 0.565, 0.600
5, 18, 0.01, 0.6923, 1.000, 0.667, 0.566, 0.600
5, 19, 0.01, 0.6923, 1.000, 0.684, 0.567, 0.600
5, 20, 0.01, 0.6929, 1.000, 0.700, 0.569, 0.600
5, 21, 0.01, 0.6926, 0.667, 0.698, 0.569, 0.600
5, 22, 0.01, 0.6931, 0.667, 0.697, 0.570, 0.600
5, 23, 0.01, 0.6928, 0.333, 0.681, 0.569, 0.600
5, 24, 0.01, 0.6927, 0.667, 0.681, 0.569, 0.600
5, 25, 0.01, 0.6922, 1.000, 0.693, 0.570, 0.600
5, 26, 0.01, 0.6929, 0.667, 0.692, 0.571, 0.600
5, 27, 0.01, 0.6932, 0.667, 0.691, 0.571, 0.600
5, 28, 0.01, 0.6948, 0.000, 0.667, 0.569, 0.600
5, 29, 0.01, 0.6938, 0.333, 0.655, 0.569, 0.600
5, 30, 0.01, 0.6928, 0.333, 0.644, 0.568, 0.600
5, 31, 0.01, 0.6921, 1.000, 0.656, 0.569, 0.600
5, 32, 0.01, 0.6926, 1.000, 0.667, 0.571, 0.600
5, 33, 0.01, 0.6928, 1.000, 0.677, 0.572, 0.600
5, 34, 0.01, 0.6925, 0.667, 0.676, 0.572, 0.600
5, 35, 0.01, 0.6931, 0.667, 0.676, 0.572, 0.600
5, 36, 0.01, 0.6927, 0.667, 0.676, 0.573, 0.600
5, 37, 0.01, 0.6942, 0.000, 0.658, 0.571, 0.600
5, 38, 0.01, 0.6933, 0.667, 0.658, 0.571, 0.600
5, 39, 0.01, 0.6925, 0.667, 0.658, 0.572, 0.600
5, 40, 0.01, 0.6939, 0.667, 0.658, 0.572, 0.600
5, 41, 0.01, 0.6928, 0.667, 0.659, 0.572, 0.600
5, 42, 0.01, 0.6930, 0.667, 0.659, 0.572, 0.600
5, 43, 0.01, 0.6924, 1.000, 0.667, 0.574, 0.600
5, 44, 0.01, 0.6926, 1.000, 0.674, 0.575, 0.600
5, 45, 0.01, 0.6932, 0.667, 0.674, 0.575, 0.600
5, 46, 0.01, 0.6934, 0.667, 0.674, 0.576, 0.600
5, 47, 0.01, 0.6932, 0.333, 0.667, 0.575, 0.600
5, 48, 0.01, 0.6936, 0.000, 0.653, 0.573, 0.600
5, 49, 0.01, 0.6927, 0.667, 0.653, 0.573, 0.600
5, 50, 0.01, 0.6934, 0.333, 0.647, 0.573, 0.600
5, 51, 0.01, 0.6928, 0.667, 0.647, 0.573, 0.600
5, 52, 0.01, 0.6922, 1.000, 0.654, 0.574, 0.600
5, 53, 0.01, 0.6932, 0.667, 0.654, 0.575, 0.600
5, 54, 0.01, 0.6935, 0.667, 0.654, 0.575, 0.600
5, 55, 0.01, 0.6923, 1.000, 0.661, 0.576, 0.600
5, 56, 0.01, 0.6925, 1.000, 0.667, 0.577, 0.600
5, 57, 0.01, 0.6947, 0.000, 0.655, 0.576, 0.600
5, 58, 0.01, 0.6942, 0.667, 0.655, 0.576, 0.600
5, 59, 0.01, 0.6925, 1.000, 0.661, 0.577, 0.600
5, 60, 0.01, 0.6925, 0.667, 0.661, 0.577, 0.600
5, 61, 0.01, 0.6938, 0.333, 0.656, 0.577, 0.600
5, 62, 0.01, 0.6927, 0.667, 0.656, 0.577, 0.600
5, 63, 0.01, 0.6931, 0.667, 0.656, 0.577, 0.600
5, 64, 0.01, 0.6934, 0.333, 0.651, 0.577, 0.600
5, 65, 0.01, 0.6928, 0.667, 0.651, 0.577, 0.600
5, 66, 0.01, 0.6930, 0.667, 0.652, 0.577, 0.600
5, 67, 0.01, 0.6927, 0.667, 0.652, 0.577, 0.600
5, 68, 0.01, 0.6926, 1.000, 0.657, 0.579, 0.600
5, 69, 0.01, 0.6932, 0.333, 0.652, 0.578, 0.600
5, 70, 0.01, 0.6933, 0.333, 0.648, 0.577, 0.600
6, 1, 0.01, 0.6920, 1.000, 1.000, 0.578, 0.653
6, 2, 0.01, 0.6931, 0.667, 0.833, 0.579, 0.653
6, 3, 0.01, 0.6929, 0.667, 0.778, 0.579, 0.653
6, 4, 0.01, 0.6930, 0.667, 0.750, 0.579, 0.653
6, 5, 0.01, 0.6926, 1.000, 0.800, 0.580, 0.653
6, 6, 0.01, 0.6933, 0.667, 0.778, 0.581, 0.653
6, 7, 0.01, 0.6927, 0.667, 0.762, 0.581, 0.653
6, 8, 0.01, 0.6924, 1.000, 0.792, 0.582, 0.653
6, 9, 0.01, 0.6928, 1.000, 0.815, 0.583, 0.653
6, 10, 0.01, 0.6930, 0.667, 0.800, 0.583, 0.653
6, 11, 0.01, 0.6931, 0.667, 0.788, 0.584, 0.653
6, 12, 0.01, 0.6933, 0.667, 0.778, 0.584, 0.653
6, 13, 0.01, 0.6930, 0.667, 0.769, 0.584, 0.653
6, 14, 0.01, 0.6927, 1.000, 0.786, 0.585, 0.653
6, 15, 0.01, 0.6933, 0.333, 0.756, 0.584, 0.653
6, 16, 0.01, 0.6928, 1.000, 0.771, 0.586, 0.653
6, 17, 0.01, 0.6929, 0.667, 0.765, 0.586, 0.653
6, 18, 0.01, 0.6928, 1.000, 0.778, 0.587, 0.653
6, 19, 0.01, 0.6937, 0.333, 0.754, 0.586, 0.653
6, 20, 0.01, 0.6930, 0.667, 0.750, 0.586, 0.653
6, 21, 0.01, 0.6925, 1.000, 0.762, 0.588, 0.653
6, 22, 0.01, 0.6936, 0.667, 0.758, 0.588, 0.653
6, 23, 0.01, 0.6926, 1.000, 0.768, 0.589, 0.653
6, 24, 0.01, 0.6923, 1.000, 0.778, 0.590, 0.653
6, 25, 0.01, 0.6931, 0.667, 0.773, 0.590, 0.653
6, 26, 0.01, 0.6928, 0.667, 0.769, 0.590, 0.653
6, 27, 0.01, 0.6927, 1.000, 0.778, 0.592, 0.653
6, 28, 0.01, 0.6928, 0.667, 0.774, 0.592, 0.653
6, 29, 0.01, 0.6927, 1.000, 0.782, 0.593, 0.653
6, 30, 0.01, 0.6924, 1.000, 0.789, 0.594, 0.653
6, 31, 0.01, 0.6935, 0.667, 0.785, 0.594, 0.653
6, 32, 0.01, 0.6924, 1.000, 0.792, 0.595, 0.653
6, 33, 0.01, 0.6923, 1.000, 0.798, 0.596, 0.653
6, 34, 0.01, 0.6931, 0.667, 0.794, 0.596, 0.653
6, 35, 0.01, 0.6924, 1.000, 0.800, 0.597, 0.653
6, 36, 0.01, 0.6936, 0.667, 0.796, 0.598, 0.653
