Epoch, Batch, LR, Loss, BatchAccuracy, EpochAccuracy, TotalAccuracy, TestAccuracy
1, 65, 0.01, 0.6926, 0.667, 0.513, 0.513, 0.000
1, 66, 0.01, 0.6952, 0.333, 0.510, 0.510, 0.000
1, 67, 0.01, 0.6985, 0.000, 0.502, 0.502, 0.000
1, 68, 0.01, 0.6926, 0.667, 0.505, 0.505, 0.000
1, 69, 0.01, 0.6927, 0.667, 0.507, 0.507, 0.000
1, 70, 0.01, 0.6948, 0.333, 0.505, 0.505, 0.000
2, 1, 0.01, 0.6948, 0.333, 0.333, 0.502, 0.500
2, 2, 0.01, 0.6946, 0.333, 0.333, 0.500, 0.500
2, 3, 0.01, 0.6939, 0.333, 0.333, 0.498, 0.500
2, 4, 0.01, 0.6927, 0.667, 0.417, 0.500, 0.500
2, 5, 0.01, 0.6927, 1.000, 0.533, 0.507, 0.500
2, 6, 0.01, 0.6928, 0.667, 0.556, 0.509, 0.500
2, 7, 0.01, 0.6938, 0.000, 0.476, 0.502, 0.500
2, 8, 0.01, 0.6928, 0.667, 0.500, 0.504, 0.500
2, 9, 0.01, 0.6929, 0.667, 0.519, 0.506, 0.500
2, 10, 0.01, 0.6927, 0.667, 0.533, 0.508, 0.500
2, 11, 0.01, 0.6927, 0.667, 0.545, 0.510, 0.500
2, 12, 0.01, 0.6941, 0.333, 0.528, 0.508, 0.500
2, 13, 0.01, 0.6925, 0.667, 0.538, 0.510, 0.500
2, 14, 0.01, 0.6926, 0.667, 0.548, 0.512, 0.500
2, 15, 0.01, 0.6925, 0.667, 0.556, 0.514, 0.500
2, 16, 0.01, 0.6945, 0.333, 0.542, 0.512, 0.500
2, 17, 0.01, 0.6945, 0.333, 0.529, 0.510, 0.500
2, 18, 0.01, 0.6944, 0.333, 0.519, 0.508, 0.500
2, 19, 0.01, 0.6925, 0.667, 0.526, 0.509, 0.500
2, 20, 0.01, 0.6939, 0.333, 0.517, 0.507, 0.500
2, 21, 0.01, 0.6926, 0.667, 0.524, 0.509, 0.500
2, 22, 0.01, 0.6940, 0.000, 0.500, 0.504, 0.500
2, 23, 0.01, 0.6931, 0.333, 0.493, 0.502, 0.500
2, 24, 0.01, 0.6934, 0.000, 0.472, 0.496, 0.500
2, 25, 0.01, 0.6934, 0.333, 0.467, 0.495, 0.500
2, 26, 0.01, 0.6927, 0.667, 0.474, 0.497, 0.500
2, 27, 0.01, 0.6922, 1.000, 0.494, 0.502, 0.500
2, 28, 0.01, 0.6937, 0.333, 0.488, 0.500, 0.500
2, 29, 0.01, 0.6927, 0.667, 0.494, 0.502, 0.500
2, 30, 0.01, 0.6925, 0.667, 0.500, 0.503, 0.500
2, 31, 0.01, 0.6939, 0.333, 0.495, 0.502, 0.500
2, 32, 0.01, 0.6958, 0.000, 0.479, 0.497, 0.500
2, 33, 0.01, 0.6939, 0.333, 0.475, 0.495, 0.500
2, 34, 0.01, 0.6938, 0.333, 0.471, 0.494, 0.500
2, 35, 0.01, 0.6917, 1.000, 0.486, 0.498, 0.500
2, 36, 0.01, 0.6928, 0.667, 0.491, 0.500, 0.500
2, 37, 0.01, 0.6928, 0.667, 0.495, 0.502, 0.500
2, 38, 0.01, 0.6928, 0.667, 0.500, 0.503, 0.500
2, 39, 0.01, 0.6929, 0.667, 0.504, 0.505, 0.500
2, 40, 0.01, 0.6929, 0.667, 0.508, 0.506, 0.500
2, 41, 0.01, 0.6926, 0.667, 0.512, 0.508, 0.500
2, 42, 0.01, 0.6928, 0.667, 0.516, 0.509, 0.500
2, 43, 0.01, 0.6928, 0.667, 0.519, 0.510, 0.500
2, 44, 0.01, 0.6926, 0.667, 0.523, 0.512, 0.500
2, 45, 0.01, 0.6950, 0.000, 0.511, 0.507, 0.500
2, 46, 0.01, 0.6926, 0.667, 0.514, 0.509, 0.500
2, 47, 0.01, 0.6937, 0.333, 0.511, 0.507, 0.500
2, 48, 0.01, 0.6916, 1.000, 0.521, 0.511, 0.500
2, 49, 0.01, 0.6927, 0.667, 0.524, 0.513, 0.500
2, 50, 0.01, 0.6939, 0.333, 0.520, 0.511, 0.500
2, 51, 0.01, 0.6937, 0.333, 0.516, 0.510, 0.500
2, 52, 0.01, 0.6927, 0.667, 0.519, 0.511, 0.500
2, 53, 0.01, 0.6939, 0.333, 0.516, 0.509, 0.500
2, 54, 0.01, 0.6936, 0.333, 0.512, 0.508, 0.500
2, 55, 0.01, 0.6933, 0.333, 0.509, 0.507, 0.500
2, 56, 0.01, 0.6928, 0.667, 0.512, 0.508, 0.500
2, 57, 0.01, 0.6930, 0.667, 0.515, 0.509, 0.500
2, 58, 0.01, 0.6932, 0.667, 0.517, 0.510, 0.500
2, 59, 0.01, 0.6931, 0.667, 0.520, 0.512, 0.500
2, 60, 0.01, 0.6931, 1.000, 0.528, 0.515, 0.500
2, 61, 0.01, 0.6931, 0.667, 0.530, 0.517, 0.500
2, 62, 0.01, 0.6931, 0.667, 0.532, 0.518, 0.500
2, 63, 0.01, 0.6931, 0.667, 0.534, 0.519, 0.500
2, 64, 0.01, 0.6927, 0.667, 0.536, 0.520, 0.500
2, 65, 0.01, 0.6928, 1.000, 0.544, 0.523, 0.500
2, 66, 0.01, 0.6930, 0.667, 0.545, 0.525, 0.500
2, 67, 0.01, 0.6925, 0.667, 0.547, 0.526, 0.500
2, 68, 0.01, 0.6928, 0.667, 0.549, 0.527, 0.500
2, 69, 0.01, 0.6935, 0.333, 0.546, 0.525, 0.500
2, 70, 0.01, 0.6927, 0.667, 0.548, 0.526, 0.500
3, 1, 0.01, 0.6927, 0.667, 0.667, 0.527, 0.500
3, 2, 0.01, 0.6955, 0.000, 0.333, 0.523, 0.500
3, 3, 0.01, 0.6940, 0.333, 0.333, 0.522, 0.500
3, 4, 0.01, 0.6926, 0.667, 0.417, 0.523, 0.500
3, 5, 0.01, 0.6941, 0.333, 0.400, 0.522, 0.500
3, 6, 0.01, 0.6913, 1.000, 0.500, 0.525, 0.500
3, 7, 0.01, 0.6939, 0.333, 0.476, 0.524, 0.500
3, 8, 0.01, 0.6951, 0.000, 0.417, 0.520, 0.500
3, 9, 0.01, 0.6928, 0.667, 0.444, 0.521, 0.500
3, 10, 0.01, 0.6937, 0.333, 0.433, 0.520, 0.500
3, 11, 0.01, 0.6926, 0.667, 0.455, 0.521, 0.500
3, 12, 0.01, 0.6937, 0.333, 0.444, 0.520, 0.500
3, 13, 0.01, 0.6931, 0.667, 0.462, 0.521, 0.500
3, 14, 0.01, 0.6933, 1.000, 0.500, 0.524, 0.500
3, 15, 0.01, 0.6928, 0.667, 0.511, 0.525, 0.500
3, 16, 0.01, 0.6936, 0.333, 0.500, 0.524, 0.500
3, 17, 0.01, 0.6935, 0.000, 0.471, 0.520, 0.500
3, 18, 0.01, 0.6932, 0.333, 0.463, 0.519, 0.500
3, 19, 0.01, 0.6928, 0.667, 0.474, 0.520, 0.500
3, 20, 0.01, 0.6918, 1.000, 0.500, 0.523, 0.500
3, 21, 0.01, 0.6941, 0.000, 0.476, 0.520, 0.500
3, 22, 0.01, 0.6934, 0.333, 0.470, 0.519, 0.500
3, 23, 0.01, 0.6944, 0.000, 0.449, 0.515, 0.500
3, 24, 0.01, 0.6934, 0.333, 0.444, 0.514, 0.500
3, 25, 0.01, 0.6931, 0.667, 0.453, 0.515, 0.500
3, 26, 0.01, 0.6927, 1.000, 0.474, 0.518, 0.500
3, 27, 0.01, 0.6930, 0.667, 0.481, 0.519, 0.500
3, 28, 0.01, 0.6930, 0.667, 0.488, 0.520, 0.500
3, 29, 0.01, 0.6932, 0.333, 0.483, 0.519, 0.500
3, 30, 0.01, 0.6933, 0.333, 0.478, 0.518, 0.500
3, 31, 0.01, 0.6935, 0.333, 0.473, 0.517, 0.500
3, 32, 0.01, 0.6926, 0.667, 0.479, 0.517, 0.500
3, 33, 0.01, 0.6926, 0.667, 0.485, 0.518, 0.500
3, 34, 0.01, 0.6921, 0.667, 0.490, 0.519, 0.500
3, 35, 0.01, 0.6925, 0.667, 0.495, 0.520, 0.500
3, 36, 0.01, 0.6936, 0.333, 0.491, 0.519, 0.500
3, 37, 0.01, 0.6936, 0.333, 0.486, 0.518, 0.500
3, 38, 0.01, 0.6947, 0.000, 0.474, 0.515, 0.500
3, 39, 0.01, 0.6911, 1.000, 0.487, 0.518, 0.500
3, 40, 0.01, 0.6937, 0.333, 0.483, 0.517, 0.500
3, 41, 0.01, 0.6925, 0.667, 0.488, 0.517, 0.500
3, 42, 0.01, 0.6944, 0.000, 0.476, 0.515, 0.500
3, 43, 0.01, 0.6927, 0.667, 0.481, 0.515, 0.500
3, 44, 0.01, 0.6931, 0.333, 0.477, 0.514, 0.500
3, 45, 0.01, 0.6931, 0.333, 0.474, 0.514, 0.500
3, 46, 0.01, 0.6922, 1.000, 0.486, 0.516, 0.500
3, 47, 0.01, 0.6933, 0.333, 0.482, 0.515, 0.500
3, 48, 0.01, 0.6935, 0.333, 0.479, 0.514, 0.500
3, 49, 0.01, 0.6926, 1.000, 0.490, 0.517, 0.500
3, 50, 0.01, 0.6929, 0.667, 0.493, 0.518, 0.500
3, 51, 0.01, 0.6927, 1.000, 0.503, 0.520, 0.500
3, 52, 0.01, 0.6929, 0.667, 0.506, 0.521, 0.500
3, 53, 0.01, 0.6924, 0.667, 0.509, 0.522, 0.500
3, 54, 0.01, 0.6927, 0.667, 0.512, 0.522, 0.500
3, 55, 0.01, 0.6921, 1.000, 0.521, 0.525, 0.500
3, 56, 0.01, 0.6921, 0.667, 0.524, 0.526, 0.500
3, 57, 0.01, 0.6923, 0.667, 0.526, 0.526, 0.500
3, 58, 0.01, 0.6924, 0.667, 0.529, 0.527, 0.500
3, 59, 0.01, 0.6948, 0.333, 0.525, 0.526, 0.500
3, 60, 0.01, 0.6915, 0.667, 0.528, 0.527, 0.500
3, 61, 0.01, 0.6929, 0.667, 0.530, 0.527, 0.500
3, 62, 0.01, 0.6926, 0.667, 0.532, 0.528, 0.500
3, 63, 0.01, 0.6938, 0.333, 0.529, 0.527, 0.500
3, 64, 0.01, 0.6904, 1.000, 0.536, 0.529, 0.500
3, 65, 0.01, 0.6966, 0.333, 0.533, 0.528, 0.500
3, 66, 0.01, 0.6946, 0.333, 0.530, 0.528, 0.500
3, 67, 0.01, 0.6919, 1.000, 0.537, 0.530, 0.500
3, 68, 0.01, 0.6940, 0.333, 0.534, 0.529, 0.500
3, 69, 0.01, 0.6927, 1.000, 0.541, 0.531, 0.500
3, 70, 0.01, 0.6937, 0.333, 0.538, 0.530, 0.500
4, 1, 0.01, 0.6927, 0.667, 0.667, 0.531, 0.747
4, 2, 0.01, 0.6934, 0.333, 0.500, 0.530, 0.747
4, 3, 0.01, 0.6930, 0.333, 0.444, 0.529, 0.747
4, 4, 0.01, 0.6931, 0.333, 0.417, 0.528, 0.747
4, 5, 0.01, 0.6943, 0.333, 0.400, 0.527, 0.747
4, 6, 0.01, 0.6943, 0.333, 0.389, 0.526, 0.747
4, 7, 0.01, 0.6905, 1.000, 0.476, 0.528, 0.747
4, 8, 0.01, 0.6947, 0.000, 0.417, 0.526, 0.747
4, 9, 0.01, 0.6905, 1.000, 0.481, 0.528, 0.747
4, 10, 0.01, 0.6931, 0.333, 0.467, 0.527, 0.747
4, 11, 0.01, 0.6925, 1.000, 0.515, 0.529, 0.747
4, 12, 0.01, 0.6924, 1.000, 0.556, 0.532, 0.747
4, 13, 0.01, 0.6928, 1.000, 0.590, 0.534, 0.747
4, 14, 0.01, 0.6924, 0.667, 0.595, 0.534, 0.747
4, 15, 0.01, 0.6914, 1.000, 0.622, 0.536, 0.747
4, 16, 0.01, 0.6922, 0.667, 0.625, 0.537, 0.747
4, 17, 0.01, 0.6959, 0.333, 0.608, 0.536, 0.747
4, 18, 0.01, 0.6927, 0.667, 0.611, 0.537, 0.747
4, 19, 0.01, 0.6949, 0.333, 0.596, 0.536, 0.747
4, 20, 0.01, 0.6940, 0.333, 0.583, 0.535, 0.747
4, 21, 0.01, 0.6929, 1.000, 0.603, 0.537, 0.747
4, 22, 0.01, 0.6923, 1.000, 0.621, 0.539, 0.747
4, 23, 0.01, 0.6936, 0.000, 0.594, 0.536, 0.747
4, 24, 0.01, 0.6918, 0.667, 0.597, 0.537, 0.747
4, 25, 0.01, 0.6932, 0.333, 0.587, 0.536, 0.747
4, 26, 0.01, 0.6948, 0.000, 0.564, 0.534, 0.747
4, 27, 0.01, 0.6934, 0.333, 0.556, 0.533, 0.747
4, 28, 0.01, 0.6931, 0.333, 0.548, 0.532, 0.747
4, 29, 0.01, 0.6918, 0.667, 0.552, 0.533, 0.747
4, 30, 0.01, 0.6920, 0.667, 0.556, 0.533, 0.747
4, 31, 0.01, 0.6939, 0.000, 0.538, 0.531, 0.747
4, 32, 0.01, 0.6922, 0.333, 0.531, 0.530, 0.747
4, 33, 0.01, 0.6920, 0.667, 0.535, 0.531, 0.747
4, 34, 0.01, 0.6925, 0.333, 0.529, 0.530, 0.747
4, 35, 0.01, 0.6922, 0.667, 0.533, 0.531, 0.747
4, 36, 0.01, 0.6922, 1.000, 0.546, 0.533, 0.747
4, 37, 0.01, 0.6922, 1.000, 0.559, 0.534, 0.747
4, 38, 0.01, 0.6936, 0.333, 0.553, 0.534, 0.747
4, 39, 0.01, 0.6920, 1.000, 0.564, 0.535, 0.747
4, 40, 0.01, 0.6925, 0.667, 0.567, 0.536, 0.747
4, 41, 0.01, 0.6932, 0.667, 0.569, 0.537, 0.747
4, 42, 0.01, 0.6937, 0.333, 0.563, 0.536, 0.747
4, 43, 0.01, 0.6921, 1.000, 0.574, 0.538, 0.747
4, 44, 0.01, 0.6924, 1.000, 0.583, 0.539, 0.747
4, 45, 0.01, 0.6909, 1.000, 0.593, 0.541, 0.747
4, 46, 0.01, 0.6940, 0.333, 0.587, 0.540, 0.747
4, 47, 0.01, 0.6918, 0.667, 0.589, 0.541, 0.747
4, 48, 0.01, 0.6966, 0.333, 0.583, 0.540, 0.747
4, 49, 0.01, 0.6897, 1.000, 0.592, 0.542, 0.747
4, 50, 0.01, 0.6899, 1.000, 0.600, 0.544, 0.747
4, 51, 0.01, 0.6954, 0.000, 0.588, 0.542, 0.747
4, 52, 0.01, 0.6958, 0.333, 0.583, 0.541, 0.747
4, 53, 0.01, 0.6903, 1.000, 0.591, 0.542, 0.747
4, 54, 0.01, 0.6928, 0.667, 0.593, 0.543, 0.747
4, 55, 0.01, 0.6918, 0.667, 0.594, 0.543, 0.747
4, 56, 0.01, 0.6946, 0.667, 0.595, 0.544, 0.747
4, 57, 0.01, 0.6914, 1.000, 0.602, 0.546, 0.747
4, 58, 0.01, 0.6926, 0.667, 0.603, 0.546, 0.747
4, 59, 0.01, 0.6935, 0.333, 0.599, 0.545, 0.747
4, 60, 0.01, 0.6964, 0.000, 0.589, 0.543, 0.747
4, 61, 0.01, 0.6919, 0.667, 0.590, 0.544, 0.747
4, 62, 0.01, 0.6994, 0.000, 0.581, 0.542, 0.747
4, 63, 0.01, 0.6939, 0.333, 0.577, 0.541, 0.747
4, 64, 0.01, 0.6930, 0.667, 0.578, 0.541, 0.747
4, 65, 0.01, 0.6921, 0.667, 0.579, 0.542, 0.747
4, 66, 0.01, 0.6902, 1.000, 0.586, 0.543, 0.747
4, 67, 0.01, 0.6915, 1.000, 0.592, 0.545, 0.747
4, 68, 0.01, 0.6910, 1.000, 0.598, 0.547, 0.747
4, 69, 0.01, 0.6922, 1.000, 0.604, 0.548, 0.747
4, 70, 0.01, 0.6917, 0.667, 0.605, 0.549, 0.747
5, 1, 0.01, 0.6909, 0.667, 0.667, 0.549, 0.533
5, 2, 0.01, 0.6947, 0.333, 0.500, 0.548, 0.533
5, 3, 0.01, 0.6912, 0.667, 0.556, 0.549, 0.533
5, 4, 0.01, 0.6917, 1.000, 0.667, 0.550, 0.533
5, 5, 0.01, 0.6927, 0.667, 0.667, 0.551, 0.533
5, 6, 0.01, 0.6920, 0.667, 0.667, 0.551, 0.533
5, 7, 0.01, 0.6942, 0.333, 0.619, 0.551, 0.533
5, 8, 0.01, 0.6945, 0.333, 0.583, 0.550, 0.533
5, 9, 0.01, 0.6895, 1.000, 0.630, 0.551, 0.533
5, 10, 0.01, 0.6948, 0.333, 0.600, 0.551, 0.533
5, 11, 0.01, 0.6908, 1.000, 0.636, 0.552, 0.533
5, 12, 0.01, 0.6950, 0.333, 0.611, 0.551, 0.533
5, 13, 0.01, 0.6925, 1.000, 0.641, 0.553, 0.533
5, 14, 0.01, 0.6935, 0.333, 0.619, 0.552, 0.533
5, 15, 0.01, 0.6921, 0.667, 0.622, 0.553, 0.533
5, 16, 0.01, 0.6935, 0.333, 0.604, 0.552, 0.533
5, 17, 0.01, 0.6926, 0.667, 0.608, 0.552, 0.533
5, 18, 0.01, 0.6943, 0.333, 0.593, 0.551, 0.533
5, 19, 0.01, 0.6923, 0.667, 0.596, 0.552, 0.533
5, 20, 0.01, 0.6920, 0.667, 0.600, 0.552, 0.533
5, 21, 0.01, 0.6927, 0.667, 0.603, 0.553, 0.533
5, 22, 0.01, 0.6924, 0.667, 0.606, 0.553, 0.533
5, 23, 0.01, 0.6909, 1.000, 0.623, 0.554, 0.533
5, 24, 0.01, 0.6902, 1.000, 0.639, 0.556, 0.533
5, 25, 0.01, 0.6900, 1.000, 0.653, 0.557, 0.533
5, 26, 0.01, 0.6970, 0.333, 0.641, 0.557, 0.533
5, 27, 0.01, 0.6930, 0.667, 0.642, 0.557, 0.533
5, 28, 0.01, 0.7011, 0.000, 0.619, 0.555, 0.533
5, 29, 0.01, 0.6958, 0.333, 0.609, 0.554, 0.533
5, 30, 0.01, 0.6962, 0.333, 0.600, 0.554, 0.533
5, 31, 0.01, 0.6914, 1.000, 0.613, 0.555, 0.533
5, 32, 0.01, 0.6930, 0.000, 0.594, 0.553, 0.533
5, 33, 0.01, 0.6897, 1.000, 0.606, 0.555, 0.533
5, 34, 0.01, 0.6941, 0.333, 0.598, 0.554, 0.533
5, 35, 0.01, 0.6887, 1.000, 0.610, 0.556, 0.533
5, 36, 0.01, 0.6920, 0.667, 0.611, 0.556, 0.533
5, 37, 0.01, 0.6882, 1.000, 0.622, 0.557, 0.533
5, 38, 0.01, 0.6917, 0.667, 0.623, 0.558, 0.533
5, 39, 0.01, 0.6943, 0.667, 0.624, 0.558, 0.533
5, 40, 0.01, 0.7023, 0.000, 0.608, 0.556, 0.533
5, 41, 0.01, 0.6919, 0.667, 0.610, 0.557, 0.533
5, 42, 0.01, 0.6945, 0.667, 0.611, 0.557, 0.533
5, 43, 0.01, 0.6923, 1.000, 0.620, 0.558, 0.533
5, 44, 0.01, 0.6924, 0.333, 0.614, 0.558, 0.533
5, 45, 0.01, 0.6928, 0.333, 0.607, 0.557, 0.533
5, 46, 0.01, 0.6905, 1.000, 0.616, 0.558, 0.533
5, 47, 0.01, 0.6890, 1.000, 0.624, 0.560, 0.533
5, 48, 0.01, 0.6888, 1.000, 0.632, 0.561, 0.533
5, 49, 0.01, 0.6999, 0.333, 0.626, 0.560, 0.533
5, 50, 0.01, 0.7011, 0.333, 0.620, 0.560, 0.533
5, 51, 0.01, 0.6885, 1.000, 0.627, 0.561, 0.533
5, 52, 0.01, 0.7018, 0.000, 0.615, 0.559, 0.533
5, 53, 0.01, 0.6950, 0.333, 0.610, 0.559, 0.533
5, 54, 0.01, 0.6941, 0.667, 0.611, 0.559, 0.533
5, 55, 0.01, 0.6915, 0.667, 0.612, 0.559, 0.533
5, 56, 0.01, 0.6932, 0.333, 0.607, 0.559, 0.533
5, 57, 0.01, 0.6910, 1.000, 0.614, 0.560, 0.533
5, 58, 0.01, 0.6941, 0.333, 0.609, 0.559, 0.533
5, 59, 0.01, 0.6930, 0.667, 0.610, 0.559, 0.533
5, 60, 0.01, 0.6894, 1.000, 0.617, 0.561, 0.533
5, 61, 0.01, 0.6953, 0.333, 0.612, 0.560, 0.533
5, 62, 0.01, 0.6919, 0.667, 0.613, 0.560, 0.533
5, 63, 0.01, 0.6890, 1.000, 0.619, 0.562, 0.533
5, 64, 0.01, 0.6965, 0.333, 0.615, 0.561, 0.533
5, 65, 0.01, 0.6988, 0.000, 0.605, 0.559, 0.533
5, 66, 0.01, 0.6942, 0.333, 0.601, 0.559, 0.533
5, 67, 0.01, 0.6946, 0.333, 0.597, 0.558, 0.533
5, 68, 0.01, 0.6935, 0.000, 0.588, 0.557, 0.533
5, 69, 0.01, 0.6932, 0.333, 0.585, 0.556, 0.533
5, 70, 0.01, 0.6926, 0.667, 0.586, 0.556, 0.533
6, 1, 0.01, 0.6925, 0.667, 0.667, 0.557, 0.500
6, 2, 0.01, 0.6954, 0.333, 0.500, 0.556, 0.500
6, 3, 0.01, 0.6954, 0.333, 0.444, 0.555, 0.500
6, 4, 0.01, 0.6924, 0.667, 0.500, 0.556, 0.500
6, 5, 0.01, 0.6898, 1.000, 0.600, 0.557, 0.500
6, 6, 0.01, 0.6922, 0.667, 0.611, 0.557, 0.500
6, 7, 0.01, 0.6926, 0.667, 0.619, 0.557, 0.500
6, 8, 0.01, 0.6928, 0.667, 0.625, 0.558, 0.500
6, 9, 0.01, 0.6893, 1.000, 0.667, 0.559, 0.500
6, 10, 0.01, 0.6952, 0.333, 0.633, 0.558, 0.500
6, 11, 0.01, 0.6948, 0.333, 0.606, 0.558, 0.500
6, 12, 0.01, 0.6924, 0.667, 0.611, 0.558, 0.500
6, 13, 0.01, 0.6956, 0.000, 0.564, 0.556, 0.500
6, 14, 0.01, 0.6917, 1.000, 0.595, 0.558, 0.500
6, 15, 0.01, 0.6929, 0.667, 0.600, 0.558, 0.500
6, 16, 0.01, 0.6924, 0.667, 0.604, 0.558, 0.500
6, 17, 0.01, 0.6930, 0.333, 0.588, 0.558, 0.500
6, 18, 0.01, 0.6902, 1.000, 0.611, 0.559, 0.500
6, 19, 0.01, 0.6922, 0.667, 0.614, 0.559, 0.500
6, 20, 0.01, 0.6926, 0.667, 0.617, 0.559, 0.500
6, 21, 0.01, 0.6933, 0.667, 0.619, 0.560, 0.500
6, 22, 0.01, 0.6975, 0.333, 0.606, 0.559, 0.500
6, 23, 0.01, 0.6921, 0.667, 0.609, 0.559, 0.500
6, 24, 0.01, 0.6930, 0.667, 0.611, 0.560, 0.500
6, 25, 0.01, 0.6890, 1.000, 0.627, 0.561, 0.500
6, 26, 0.01, 0.6958, 0.333, 0.615, 0.560, 0.500
6, 27, 0.01, 0.6978, 0.333, 0.605, 0.560, 0.500
6, 28, 0.01, 0.6933, 0.667, 0.607, 0.560, 0.500
6, 29, 0.01, 0.6926, 0.000, 0.586, 0.558, 0.500
6, 30, 0.01, 0.6931, 0.333, 0.578, 0.558, 0.500
6, 31, 0.01, 0.6896, 1.000, 0.591, 0.559, 0.500
6, 32, 0.01, 0.6964, 0.000, 0.573, 0.558, 0.500
6, 33, 0.01, 0.6931, 0.667, 0.576, 0.558, 0.500
6, 34, 0.01, 0.6933, 0.667, 0.578, 0.558, 0.500
6, 35, 0.01, 0.6923, 0.667, 0.581, 0.558, 0.500
6, 36, 0.01, 0.6903, 1.000, 0.593, 0.560, 0.500
