Epoch, Batch, Loss, BatchAccuracy, EpochAccuracy, TotalAccuracy
7, 45, 0.6443, 0.667, 0.587, 0.559
7, 46, 0.6652, 0.667, 0.589, 0.559
7, 47, 0.7161, 0.333, 0.583, 0.559
7, 48, 0.6384, 0.667, 0.585, 0.559
7, 49, 0.7297, 0.333, 0.580, 0.559
7, 50, 0.5430, 1.000, 0.588, 0.559
7, 51, 0.7146, 0.333, 0.583, 0.559
7, 52, 0.8084, 0.000, 0.572, 0.558
7, 53, 0.7360, 0.333, 0.568, 0.558
7, 54, 0.7514, 0.333, 0.564, 0.557
7, 55, 0.6813, 0.667, 0.565, 0.557
7, 56, 0.6885, 0.667, 0.567, 0.558
7, 57, 0.6799, 0.667, 0.569, 0.558
7, 58, 0.7038, 0.333, 0.565, 0.557
7, 59, 0.6747, 0.667, 0.567, 0.558
7, 60, 0.6998, 0.333, 0.563, 0.557
7, 61, 0.6876, 0.667, 0.565, 0.557
7, 62, 0.6393, 0.667, 0.566, 0.558
7, 63, 0.6561, 0.667, 0.568, 0.558
7, 64, 0.6755, 0.333, 0.564, 0.557
7, 65, 0.6174, 1.000, 0.571, 0.558
7, 66, 0.7274, 0.333, 0.567, 0.558
7, 67, 0.6544, 0.667, 0.569, 0.558
7, 68, 0.6362, 0.667, 0.570, 0.558
7, 69, 0.7126, 0.333, 0.567, 0.558
8, 0, 0.5608, 1.000, 1.000, 0.559
8, 1, 0.5793, 0.667, 0.833, 0.559
8, 2, 0.5638, 1.000, 0.889, 0.560
8, 3, 0.8347, 0.000, 0.667, 0.559
8, 4, 0.6018, 1.000, 0.733, 0.559
8, 5, 0.6412, 1.000, 0.778, 0.560
8, 6, 0.7380, 0.333, 0.714, 0.560
8, 7, 0.6905, 0.667, 0.708, 0.560
8, 8, 0.6713, 0.667, 0.704, 0.560
8, 9, 0.6844, 0.667, 0.700, 0.560
8, 10, 0.6414, 1.000, 0.727, 0.561
8, 11, 0.4055, 1.000, 0.750, 0.562
8, 12, 0.7225, 0.333, 0.718, 0.561
8, 13, 0.5701, 1.000, 0.738, 0.562
8, 14, 0.6329, 1.000, 0.756, 0.563
8, 15, 0.7450, 0.333, 0.729, 0.562
8, 16, 0.5827, 1.000, 0.745, 0.563
8, 17, 0.4947, 0.667, 0.741, 0.563
8, 18, 0.6538, 0.667, 0.737, 0.564
8, 19, 0.5634, 0.667, 0.733, 0.564
8, 20, 0.6917, 0.333, 0.714, 0.563
8, 21, 0.8221, 0.333, 0.697, 0.563
8, 22, 0.4691, 0.667, 0.696, 0.563
8, 23, 0.3150, 1.000, 0.708, 0.564
8, 24, 0.3187, 1.000, 0.720, 0.565
8, 25, 0.6522, 1.000, 0.731, 0.565
8, 26, 0.3192, 1.000, 0.741, 0.566
8, 27, 0.6110, 0.667, 0.738, 0.566
8, 28, 0.7048, 0.667, 0.736, 0.566
8, 29, 1.6475, 0.000, 0.711, 0.566
8, 30, 1.0744, 0.333, 0.699, 0.565
8, 31, 0.9230, 0.333, 0.688, 0.565
8, 32, 0.8868, 0.667, 0.687, 0.565
8, 33, 0.5505, 0.667, 0.686, 0.565
8, 34, 0.7102, 0.000, 0.667, 0.564
8, 35, 0.7009, 0.667, 0.667, 0.564
8, 36, 0.5026, 0.667, 0.667, 0.564
8, 37, 0.5698, 0.333, 0.658, 0.564
8, 38, 0.6052, 0.333, 0.650, 0.564
8, 39, 0.5717, 0.667, 0.650, 0.564
8, 40, 0.5732, 0.333, 0.642, 0.564
8, 41, 0.6271, 0.667, 0.643, 0.564
8, 42, 0.7118, 0.333, 0.636, 0.563
8, 43, 0.6475, 0.333, 0.629, 0.563
8, 44, 0.5269, 1.000, 0.637, 0.564
8, 45, 0.4126, 0.667, 0.638, 0.564
8, 46, 0.5831, 1.000, 0.645, 0.565
8, 47, 0.3973, 0.667, 0.646, 0.565
8, 48, 0.6503, 0.667, 0.646, 0.565
8, 49, 0.6792, 0.333, 0.640, 0.564
8, 50, 0.6750, 0.333, 0.634, 0.564
8, 51, 0.3036, 0.667, 0.635, 0.564
8, 52, 0.2600, 0.667, 0.635, 0.564
8, 53, 0.8377, 0.000, 0.623, 0.564
8, 54, 0.5517, 0.667, 0.624, 0.564
8, 55, 0.7497, 0.667, 0.625, 0.564
8, 56, 0.4644, 1.000, 0.632, 0.565
8, 57, 0.7475, 0.667, 0.632, 0.565
8, 58, 0.8297, 0.333, 0.627, 0.564
8, 59, 0.5512, 1.000, 0.633, 0.565
8, 60, 0.6383, 0.667, 0.634, 0.565
8, 61, 0.4787, 0.667, 0.634, 0.565
8, 62, 0.9967, 0.000, 0.624, 0.564
8, 63, 0.6865, 0.333, 0.620, 0.564
8, 64, 0.8281, 0.333, 0.615, 0.564
8, 65, 0.6184, 0.667, 0.616, 0.564
8, 66, 0.9597, 0.000, 0.607, 0.563
8, 67, 0.7533, 0.333, 0.603, 0.563
8, 68, 0.5999, 0.667, 0.604, 0.563
8, 69, 0.3949, 1.000, 0.610, 0.563
9, 0, 0.6369, 1.000, 1.000, 0.564
9, 1, 0.4470, 1.000, 1.000, 0.565
9, 2, 0.6459, 1.000, 1.000, 0.566
9, 3, 0.6420, 1.000, 1.000, 0.566
9, 4, 0.6613, 1.000, 1.000, 0.567
9, 5, 1.2560, 0.667, 0.944, 0.567
9, 6, 0.7604, 0.333, 0.857, 0.567
9, 7, 0.7113, 0.333, 0.792, 0.566
9, 8, 0.5843, 0.667, 0.778, 0.567
9, 9, 0.6094, 0.667, 0.767, 0.567
9, 10, 0.6748, 0.333, 0.727, 0.566
9, 11, 0.5999, 0.667, 0.722, 0.566
9, 12, 0.8063, 0.000, 0.667, 0.566
9, 13, 0.7136, 0.333, 0.643, 0.565
9, 14, 0.7045, 0.333, 0.622, 0.565
9, 15, 0.6272, 1.000, 0.646, 0.566
9, 16, 0.7394, 0.667, 0.647, 0.566
9, 17, 0.6728, 0.667, 0.648, 0.566
9, 18, 0.5056, 1.000, 0.667, 0.567
9, 19, 0.7100, 0.333, 0.650, 0.566
9, 20, 0.6986, 0.667, 0.651, 0.566
9, 21, 0.7954, 0.333, 0.636, 0.566
9, 22, 0.5911, 1.000, 0.652, 0.567
9, 23, 0.6159, 1.000, 0.667, 0.567
9, 24, 0.5973, 1.000, 0.680, 0.568
9, 25, 0.7157, 0.333, 0.667, 0.568
9, 26, 0.6627, 0.333, 0.654, 0.567
9, 27, 0.6421, 0.667, 0.655, 0.567
9, 28, 0.6613, 0.667, 0.655, 0.568
9, 29, 0.4670, 1.000, 0.667, 0.568
9, 30, 0.5890, 0.667, 0.667, 0.568
9, 31, 0.7092, 0.667, 0.667, 0.568
9, 32, 0.6136, 0.667, 0.667, 0.569
9, 33, 0.4886, 0.667, 0.667, 0.569
9, 34, 0.5398, 0.667, 0.667, 0.569
9, 35, 0.8328, 0.667, 0.667, 0.569
9, 36, 0.4867, 1.000, 0.676, 0.570
9, 37, 0.5159, 0.667, 0.675, 0.570
9, 38, 0.7256, 0.667, 0.675, 0.570
9, 39, 0.6519, 0.667, 0.675, 0.570
9, 40, 0.4514, 1.000, 0.683, 0.571
9, 41, 0.4018, 1.000, 0.690, 0.571
9, 42, 0.2863, 1.000, 0.698, 0.572
9, 43, 0.4528, 1.000, 0.705, 0.573
9, 44, 0.5039, 0.667, 0.704, 0.573
9, 45, 0.4403, 1.000, 0.710, 0.573
9, 46, 1.4645, 0.000, 0.695, 0.573
9, 47, 0.0979, 1.000, 0.701, 0.573
9, 48, 0.6412, 0.667, 0.701, 0.573
9, 49, 0.5647, 0.667, 0.700, 0.574
9, 50, 0.4462, 1.000, 0.706, 0.574
9, 51, 0.6722, 0.667, 0.705, 0.574
9, 52, 0.3523, 1.000, 0.711, 0.575
9, 53, 0.6986, 0.333, 0.704, 0.575
9, 54, 0.4467, 0.667, 0.703, 0.575
9, 55, 0.5979, 0.667, 0.702, 0.575
9, 56, 0.7293, 0.333, 0.696, 0.574
9, 57, 0.0464, 1.000, 0.701, 0.575
9, 58, 1.5549, 0.000, 0.689, 0.574
9, 59, 0.1839, 1.000, 0.694, 0.575
9, 60, 0.6321, 0.667, 0.694, 0.575
9, 61, 0.6099, 0.667, 0.694, 0.575
9, 62, 0.3856, 1.000, 0.698, 0.576
9, 63, 0.1444, 1.000, 0.703, 0.576
9, 64, 0.3178, 1.000, 0.708, 0.577
9, 65, 0.3309, 1.000, 0.712, 0.578
9, 66, 0.2469, 1.000, 0.716, 0.578
9, 67, 0.4378, 1.000, 0.721, 0.579
9, 68, 0.5366, 0.667, 0.720, 0.579
9, 69, 0.2699, 1.000, 0.724, 0.580
10, 0, 0.2424, 1.000, 1.000, 0.580
10, 1, 0.3717, 0.667, 0.833, 0.580
10, 2, 0.0157, 1.000, 0.889, 0.581
10, 3, 0.2444, 1.000, 0.917, 0.581
10, 4, 0.9952, 1.000, 0.933, 0.582
10, 5, 0.8136, 0.333, 0.833, 0.582
10, 6, 0.1469, 1.000, 0.857, 0.582
10, 7, 1.3582, 0.333, 0.792, 0.582
10, 8, 0.8633, 0.333, 0.741, 0.582
10, 9, 0.2678, 1.000, 0.767, 0.582
10, 10, 0.5979, 0.667, 0.758, 0.582
10, 11, 0.6694, 0.667, 0.750, 0.582
10, 12, 0.6013, 0.667, 0.744, 0.583
10, 13, 0.6974, 0.667, 0.738, 0.583
10, 14, 0.6091, 0.667, 0.733, 0.583
10, 15, 0.5530, 0.667, 0.729, 0.583
10, 16, 0.6620, 0.333, 0.706, 0.583
10, 17, 0.3762, 0.667, 0.704, 0.583
10, 18, 0.6840, 0.333, 0.684, 0.582
10, 19, 0.4392, 0.667, 0.683, 0.582
10, 20, 0.5441, 0.667, 0.683, 0.583
10, 21, 1.0837, 0.333, 0.667, 0.582
10, 22, 0.8986, 0.667, 0.667, 0.582
10, 23, 0.7267, 0.333, 0.653, 0.582
10, 24, 0.6676, 0.333, 0.640, 0.582
10, 25, 0.7308, 0.333, 0.628, 0.581
10, 26, 0.5374, 1.000, 0.642, 0.582
10, 27, 0.5238, 1.000, 0.655, 0.582
10, 28, 0.5365, 1.000, 0.667, 0.583
10, 29, 0.5691, 1.000, 0.678, 0.584
10, 30, 0.8043, 0.333, 0.667, 0.583
10, 31, 0.7703, 0.333, 0.656, 0.583
10, 32, 0.5916, 0.667, 0.657, 0.583
10, 33, 0.8022, 0.333, 0.647, 0.583
10, 34, 0.5013, 1.000, 0.657, 0.583
10, 35, 0.5998, 0.667, 0.657, 0.583
10, 36, 0.4567, 0.667, 0.658, 0.583
10, 37, 0.5504, 1.000, 0.667, 0.584
10, 38, 0.6390, 0.667, 0.667, 0.584
10, 39, 0.6326, 0.667, 0.667, 0.584
10, 40, 0.5524, 1.000, 0.675, 0.585
10, 41, 0.5845, 0.667, 0.675, 0.585
10, 42, 0.4139, 1.000, 0.682, 0.585
10, 43, 0.6350, 0.667, 0.682, 0.586
10, 44, 0.6989, 0.333, 0.674, 0.585
10, 45, 0.7320, 0.667, 0.674, 0.585
10, 46, 0.5602, 1.000, 0.681, 0.586
10, 47, 0.4054, 1.000, 0.688, 0.586
10, 48, 0.4806, 1.000, 0.694, 0.587
10, 49, 0.7877, 0.333, 0.687, 0.587
10, 50, 0.3282, 0.667, 0.686, 0.587
10, 51, 0.4891, 1.000, 0.692, 0.587
10, 52, 0.6096, 0.667, 0.692, 0.587
10, 53, 0.7163, 0.667, 0.691, 0.588
10, 54, 0.5950, 1.000, 0.697, 0.588
10, 55, 0.5769, 0.667, 0.696, 0.588
10, 56, 0.5423, 0.667, 0.696, 0.588
10, 57, 0.4624, 0.667, 0.695, 0.588
10, 58, 0.5079, 1.000, 0.701, 0.589
10, 59, 0.2262, 1.000, 0.706, 0.589
10, 60, 0.5681, 0.667, 0.705, 0.590
10, 61, 0.2836, 1.000, 0.710, 0.590
10, 62, 0.8524, 0.667, 0.709, 0.590
10, 63, 0.4717, 1.000, 0.714, 0.591
10, 64, 0.1625, 1.000, 0.718, 0.591
10, 65, 0.2541, 1.000, 0.722, 0.592
10, 66, 0.0838, 1.000, 0.726, 0.592
10, 67, 0.0586, 1.000, 0.730, 0.593
10, 68, 0.8545, 0.667, 0.729, 0.593
10, 69, 0.0700, 1.000, 0.733, 0.594
11, 0, 0.3003, 1.000, 1.000, 0.594
11, 1, 0.5785, 0.667, 0.833, 0.594
11, 2, 0.7126, 0.333, 0.667, 0.594
11, 3, 0.3054, 1.000, 0.750, 0.594
11, 4, 0.2273, 1.000, 0.800, 0.595
11, 5, 0.8124, 0.667, 0.778, 0.595
11, 6, 0.8691, 0.667, 0.762, 0.595
11, 7, 0.0967, 1.000, 0.792, 0.596
11, 8, 0.4330, 0.667, 0.778, 0.596
11, 9, 0.9157, 0.667, 0.767, 0.596
11, 10, 1.2885, 0.333, 0.727, 0.595
11, 11, 0.8001, 0.667, 0.722, 0.595
11, 12, 0.5961, 0.667, 0.718, 0.596
11, 13, 0.6441, 0.667, 0.714, 0.596
11, 14, 0.5262, 0.667, 0.711, 0.596
11, 15, 0.6355, 0.333, 0.688, 0.595
11, 16, 0.6834, 0.667, 0.686, 0.596
11, 17, 0.6057, 0.667, 0.685, 0.596
11, 18, 0.6174, 0.667, 0.684, 0.596
11, 19, 1.1551, 0.333, 0.667, 0.595
11, 20, 0.4041, 1.000, 0.683, 0.596
11, 21, 0.3992, 1.000, 0.697, 0.596
11, 22, 0.4636, 0.667, 0.696, 0.596
11, 23, 0.3607, 1.000, 0.708, 0.597
11, 24, 0.7821, 0.333, 0.693, 0.597
11, 25, 0.3070, 1.000, 0.705, 0.597
11, 26, 0.6503, 1.000, 0.716, 0.598
11, 27, 0.5367, 0.667, 0.714, 0.598
11, 28, 0.3995, 1.000, 0.724, 0.598
11, 29, 0.2284, 1.000, 0.733, 0.599
11, 30, 0.5984, 0.333, 0.720, 0.598
11, 31, 0.1888, 1.000, 0.729, 0.599
11, 32, 0.8859, 0.333, 0.717, 0.599
11, 33, 0.3830, 0.667, 0.716, 0.599
11, 34, 0.2481, 1.000, 0.724, 0.599
11, 35, 0.3962, 1.000, 0.731, 0.600
11, 36, 0.8394, 0.667, 0.730, 0.600
11, 37, 0.3994, 1.000, 0.737, 0.600
11, 38, 0.4796, 1.000, 0.744, 0.601
11, 39, 0.5147, 0.667, 0.742, 0.601
11, 40, 0.3090, 1.000, 0.748, 0.601
11, 41, 0.3413, 0.667, 0.746, 0.601
11, 42, 0.6282, 0.333, 0.736, 0.601
11, 43, 0.4007, 1.000, 0.742, 0.602
11, 44, 0.4062, 1.000, 0.748, 0.602
11, 45, 0.1743, 1.000, 0.754, 0.603
11, 46, 0.5474, 0.667, 0.752, 0.603
11, 47, 0.3764, 1.000, 0.757, 0.603
11, 48, 0.7177, 0.667, 0.755, 0.603
11, 49, 0.8305, 0.333, 0.747, 0.603
11, 50, 0.4366, 0.667, 0.745, 0.603
11, 51, 0.6150, 1.000, 0.750, 0.603
11, 52, 0.5177, 0.667, 0.748, 0.603
11, 53, 0.1540, 1.000, 0.753, 0.604
11, 54, 0.2152, 1.000, 0.758, 0.604
11, 55, 0.2996, 1.000, 0.762, 0.605
11, 56, 0.1319, 1.000, 0.766, 0.605
11, 57, 0.3855, 1.000, 0.770, 0.606
11, 58, 0.5406, 0.667, 0.768, 0.606
11, 59, 0.2912, 1.000, 0.772, 0.606
11, 60, 0.1609, 1.000, 0.776, 0.607
11, 61, 0.2411, 1.000, 0.780, 0.607
11, 62, 0.2356, 1.000, 0.783, 0.608
11, 63, 0.2826, 1.000, 0.786, 0.608
11, 64, 0.1054, 1.000, 0.790, 0.609
11, 65, 0.2335, 1.000, 0.793, 0.609
11, 66, 0.7035, 0.667, 0.791, 0.609
11, 67, 0.9726, 0.667, 0.789, 0.609
11, 68, 0.5485, 1.000, 0.792, 0.610
11, 69, 0.0786, 1.000, 0.795, 0.610
12, 0, 0.2579, 1.000, 1.000, 0.611
12, 1, 0.0998, 1.000, 1.000, 0.611
12, 2, 0.0683, 1.000, 1.000, 0.612
12, 3, 2.6765, 0.667, 0.917, 0.612
12, 4, 0.0815, 1.000, 0.933, 0.612
12, 5, 0.1341, 1.000, 0.944, 0.613
12, 6, 0.0100, 1.000, 0.952, 0.613
12, 7, 0.4919, 1.000, 0.958, 0.614
12, 8, 0.5414, 1.000, 0.963, 0.614
12, 9, 0.1213, 1.000, 0.967, 0.615
12, 10, 0.1001, 1.000, 0.970, 0.615
12, 11, 0.0940, 1.000, 0.972, 0.615
12, 12, 0.4411, 1.000, 0.974, 0.616
12, 13, 0.1586, 1.000, 0.976, 0.616
12, 14, 0.5103, 0.667, 0.956, 0.616
12, 15, 0.4584, 1.000, 0.958, 0.617
12, 16, 1.2159, 0.333, 0.922, 0.616
12, 17, 0.8250, 0.333, 0.889, 0.616
12, 18, 1.2387, 0.667, 0.877, 0.616
12, 19, 0.0373, 1.000, 0.883, 0.617
12, 20, 0.3668, 0.667, 0.873, 0.617
12, 21, 0.5571, 0.667, 0.864, 0.617
12, 22, 0.1963, 1.000, 0.870, 0.617
12, 23, 0.0562, 1.000, 0.875, 0.618
12, 24, 0.3058, 1.000, 0.880, 0.618
12, 25, 0.6542, 0.667, 0.872, 0.618
12, 26, 0.2454, 1.000, 0.877, 0.619
12, 27, 0.6596, 0.667, 0.869, 0.619
12, 28, 0.7740, 0.667, 0.862, 0.619
12, 29, 0.8521, 0.667, 0.856, 0.619
12, 30, 0.8197, 0.667, 0.849, 0.619
12, 31, 0.3705, 1.000, 0.854, 0.619
12, 32, 0.5781, 0.667, 0.848, 0.619
12, 33, 0.7575, 0.333, 0.833, 0.619
12, 34, 0.4532, 0.667, 0.829, 0.619
12, 35, 0.6817, 0.667, 0.824, 0.619
12, 36, 0.5521, 0.667, 0.820, 0.619
12, 37, 0.0272, 1.000, 0.825, 0.620
12, 38, 0.7201, 0.667, 0.821, 0.620
12, 39, 0.8770, 0.333, 0.808, 0.619
12, 40, 0.3328, 1.000, 0.813, 0.620
12, 41, 0.3955, 1.000, 0.817, 0.620
12, 42, 0.1843, 1.000, 0.822, 0.621
12, 43, 0.3633, 1.000, 0.826, 0.621
12, 44, 0.4294, 0.667, 0.822, 0.621
12, 45, 0.2071, 1.000, 0.826, 0.622
12, 46, 0.1486, 1.000, 0.830, 0.622
12, 47, 0.3404, 1.000, 0.833, 0.622
12, 48, 0.2805, 1.000, 0.837, 0.623
12, 49, 0.3718, 1.000, 0.840, 0.623
12, 50, 0.9430, 0.667, 0.837, 0.623
12, 51, 0.2406, 1.000, 0.840, 0.624
12, 52, 0.2940, 0.667, 0.836, 0.624
12, 53, 0.2239, 1.000, 0.840, 0.624
12, 54, 0.4381, 1.000, 0.842, 0.625
12, 55, 0.3152, 1.000, 0.845, 0.625
12, 56, 0.1532, 1.000, 0.848, 0.625
12, 57, 0.1550, 1.000, 0.851, 0.626
12, 58, 0.5635, 0.667, 0.847, 0.626
12, 59, 0.3724, 0.667, 0.844, 0.626
12, 60, 0.1650, 1.000, 0.847, 0.626
12, 61, 0.4522, 0.667, 0.844, 0.626
12, 62, 0.3366, 1.000, 0.847, 0.627
12, 63, 0.4755, 0.667, 0.844, 0.627
12, 64, 0.2415, 1.000, 0.846, 0.627
12, 65, 0.7426, 0.667, 0.843, 0.627
12, 66, 0.1476, 1.000, 0.846, 0.628
12, 67, 0.4333, 0.667, 0.843, 0.628
12, 68, 0.1169, 1.000, 0.845, 0.628
12, 69, 0.2669, 1.000, 0.848, 0.629
13, 0, 0.2722, 1.000, 1.000, 0.629
13, 1, 0.4035, 1.000, 1.000, 0.629
13, 2, 0.2127, 1.000, 1.000, 0.630
13, 3, 0.1983, 1.000, 1.000, 0.630
13, 4, 0.3209, 1.000, 1.000, 0.631
13, 5, 0.3364, 0.667, 0.944, 0.631
13, 6, 0.8377, 0.667, 0.905, 0.631
13, 7, 0.7261, 0.667, 0.875, 0.631
13, 8, 0.4121, 1.000, 0.889, 0.631
13, 9, 1.0584, 0.667, 0.867, 0.631
13, 10, 0.1184, 1.000, 0.879, 0.632
13, 11, 0.1628, 1.000, 0.889, 0.632
13, 12, 0.1215, 1.000, 0.897, 0.632
13, 13, 0.0936, 1.000, 0.905, 0.633
13, 14, 0.1137, 1.000, 0.911, 0.633
13, 15, 1.2931, 0.667, 0.896, 0.633
13, 16, 2.3299, 0.667, 0.882, 0.633
13, 17, 0.5849, 0.333, 0.852, 0.633
13, 18, 0.4092, 1.000, 0.860, 0.633
13, 19, 0.7529, 0.667, 0.850, 0.633
13, 20, 0.6722, 0.333, 0.825, 0.633
13, 21, 0.2274, 1.000, 0.833, 0.633
13, 22, 0.2352, 1.000, 0.841, 0.634
13, 23, 0.1700, 1.000, 0.847, 0.634
13, 24, 0.2271, 1.000, 0.853, 0.635
13, 25, 0.4893, 0.667, 0.846, 0.635
13, 26, 1.5314, 0.333, 0.827, 0.634
13, 27, 0.8548, 0.667, 0.821, 0.634
13, 28, 0.7706, 0.667, 0.816, 0.634
13, 29, 0.1216, 1.000, 0.822, 0.635
13, 30, 0.4116, 1.000, 0.828, 0.635
13, 31, 0.5384, 1.000, 0.833, 0.636
13, 32, 0.2893, 1.000, 0.838, 0.636
13, 33, 1.1241, 0.667, 0.833, 0.636
13, 34, 0.4945, 1.000, 0.838, 0.636
13, 35, 0.1134, 1.000, 0.843, 0.637
13, 36, 0.1486, 1.000, 0.847, 0.637
13, 37, 0.0730, 1.000, 0.851, 0.637
13, 38, 0.2693, 1.000, 0.855, 0.638
13, 39, 0.1980, 1.000, 0.858, 0.638
13, 40, 0.6007, 0.667, 0.854, 0.638
13, 41, 0.1804, 1.000, 0.857, 0.639
13, 42, 0.8265, 0.667, 0.853, 0.639
13, 43, 0.6593, 0.667, 0.848, 0.639
13, 44, 0.1416, 1.000, 0.852, 0.639
13, 45, 0.4597, 0.667, 0.848, 0.639
13, 46, 0.3682, 1.000, 0.851, 0.639
13, 47, 0.5112, 0.667, 0.847, 0.640
13, 48, 0.3164, 1.000, 0.850, 0.640
13, 49, 0.5137, 0.667, 0.847, 0.640
13, 50, 0.5452, 0.667, 0.843, 0.640
13, 51, 0.3383, 1.000, 0.846, 0.640
13, 52, 0.8633, 0.667, 0.843, 0.640
13, 53, 0.2151, 1.000, 0.846, 0.641
13, 54, 0.4912, 0.667, 0.842, 0.641
13, 55, 0.1569, 1.000, 0.845, 0.641
13, 56, 0.3583, 0.667, 0.842, 0.641
13, 57, 0.1016, 1.000, 0.845, 0.642
13, 58, 0.8160, 0.667, 0.842, 0.642
13, 59, 0.9090, 0.667, 0.839, 0.642
13, 60, 0.0703, 1.000, 0.842, 0.642
13, 61, 0.1153, 1.000, 0.844, 0.642
13, 62, 0.2622, 1.000, 0.847, 0.643
13, 63, 0.4069, 0.667, 0.844, 0.643
13, 64, 0.1065, 1.000, 0.846, 0.643
13, 65, 0.1722, 1.000, 0.848, 0.643
13, 66, 0.1151, 1.000, 0.851, 0.644
13, 67, 0.9471, 0.333, 0.843, 0.643
13, 68, 0.1137, 1.000, 0.845, 0.644
13, 69, 0.9628, 0.667, 0.843, 0.644
14, 0, 0.1441, 1.000, 1.000, 0.644
14, 1, 0.1450, 1.000, 1.000, 0.645
14, 2, 0.1918, 1.000, 1.000, 0.645
14, 3, 0.1845, 1.000, 1.000, 0.645
14, 4, 0.1802, 1.000, 1.000, 0.646
14, 5, 0.4635, 0.667, 0.944, 0.646
14, 6, 0.1964, 1.000, 0.952, 0.646
14, 7, 0.5982, 0.667, 0.917, 0.646
14, 8, 0.3409, 1.000, 0.926, 0.646
14, 9, 0.0607, 1.000, 0.933, 0.647
14, 10, 0.1391, 1.000, 0.939, 0.647
14, 11, 0.0532, 1.000, 0.944, 0.648
14, 12, 0.2505, 1.000, 0.949, 0.648
14, 13, 0.3298, 0.667, 0.929, 0.648
14, 14, 0.7073, 0.333, 0.889, 0.648
14, 15, 0.6462, 0.667, 0.875, 0.648
14, 16, 0.6743, 0.667, 0.863, 0.648
14, 17, 0.7020, 0.667, 0.852, 0.648
14, 18, 0.5632, 0.667, 0.842, 0.648
14, 19, 0.7252, 0.667, 0.833, 0.648
14, 20, 0.6333, 0.667, 0.825, 0.648
14, 21, 0.6420, 0.667, 0.818, 0.648
14, 22, 0.2864, 0.667, 0.812, 0.648
14, 23, 0.6738, 0.667, 0.806, 0.648
14, 24, 1.3235, 0.333, 0.787, 0.647
14, 25, 0.2480, 1.000, 0.795, 0.648
14, 26, 0.6269, 0.333, 0.778, 0.647
14, 27, 0.3131, 1.000, 0.786, 0.648
14, 28, 0.1243, 1.000, 0.793, 0.648
14, 29, 0.1199, 1.000, 0.800, 0.649
14, 30, 0.0706, 1.000, 0.806, 0.649
14, 31, 0.2225, 1.000, 0.812, 0.649
14, 32, 0.0956, 1.000, 0.818, 0.650
14, 33, 0.4477, 0.667, 0.814, 0.650
14, 34, 0.1612, 1.000, 0.819, 0.650
14, 35, 0.4526, 0.667, 0.815, 0.650
14, 36, 0.7705, 0.667, 0.811, 0.650
14, 37, 0.2121, 1.000, 0.816, 0.650
14, 38, 0.4528, 1.000, 0.821, 0.651
14, 39, 0.4381, 0.667, 0.817, 0.651
14, 40, 0.1387, 1.000, 0.821, 0.651
14, 41, 0.2819, 1.000, 0.825, 0.651
14, 42, 0.1381, 1.000, 0.829, 0.652
14, 43, 0.0221, 1.000, 0.833, 0.652
14, 44, 0.0992, 1.000, 0.837, 0.652
14, 45, 0.1047, 1.000, 0.841, 0.653
14, 46, 0.3135, 1.000, 0.844, 0.653
14, 47, 0.1105, 1.000, 0.847, 0.653
14, 48, 0.1086, 1.000, 0.850, 0.654
14, 49, 0.2419, 1.000, 0.853, 0.654
14, 50, 0.1779, 1.000, 0.856, 0.654
14, 51, 1.7985, 0.333, 0.846, 0.654
14, 52, 0.2256, 1.000, 0.849, 0.654
14, 53, 0.2104, 1.000, 0.852, 0.655
14, 54, 0.0452, 1.000, 0.855, 0.655
14, 55, 0.1633, 1.000, 0.857, 0.655
14, 56, 0.1498, 1.000, 0.860, 0.656
14, 57, 0.7194, 0.667, 0.856, 0.656
14, 58, 0.0628, 1.000, 0.859, 0.656
14, 59, 0.8244, 0.667, 0.856, 0.656
14, 60, 0.6031, 0.667, 0.852, 0.656
14, 61, 0.0803, 1.000, 0.855, 0.656
14, 62, 0.1884, 1.000, 0.857, 0.657
14, 63, 0.1991, 1.000, 0.859, 0.657
14, 64, 0.3110, 0.667, 0.856, 0.657
14, 65, 0.1016, 1.000, 0.859, 0.657
14, 66, 0.0950, 1.000, 0.861, 0.658
14, 67, 0.1067, 1.000, 0.863, 0.658
14, 68, 0.2137, 1.000, 0.865, 0.658
14, 69, 1.1437, 0.667, 0.862, 0.658
15, 0, 0.4144, 0.667, 0.667, 0.658
15, 1, 0.0800, 1.000, 0.833, 0.659
15, 2, 0.0383, 1.000, 0.889, 0.659
15, 3, 0.1826, 1.000, 0.917, 0.659
15, 4, 0.0425, 1.000, 0.933, 0.660
15, 5, 0.0332, 1.000, 0.944, 0.660
15, 6, 0.1500, 1.000, 0.952, 0.660
15, 7, 0.0679, 1.000, 0.958, 0.661
15, 8, 0.1750, 1.000, 0.963, 0.661
15, 9, 0.0533, 1.000, 0.967, 0.661
15, 10, 0.0332, 1.000, 0.970, 0.662
15, 11, 0.2305, 1.000, 0.972, 0.662
15, 12, 0.8622, 0.667, 0.949, 0.662
15, 13, 0.6161, 0.667, 0.929, 0.662
15, 14, 0.1246, 1.000, 0.933, 0.662
15, 15, 0.1270, 1.000, 0.938, 0.663
15, 16, 0.1912, 1.000, 0.941, 0.663
15, 17, 0.1900, 1.000, 0.944, 0.663
15, 18, 0.0828, 1.000, 0.947, 0.664
15, 19, 0.1384, 1.000, 0.950, 0.664
15, 20, 0.0586, 1.000, 0.952, 0.664
