Epoch, Batch, Loss, BatchAccuracy, EpochAccuracy, TotalAccuracy
4, 44, 0.7089, 0.333, 0.504, 0.529
4, 45, 0.6733, 0.667, 0.507, 0.530
4, 46, 0.6178, 1.000, 0.518, 0.531
4, 47, 0.6513, 0.667, 0.521, 0.532
4, 48, 0.8280, 0.000, 0.510, 0.530
4, 49, 0.7443, 0.333, 0.507, 0.529
4, 50, 0.7371, 0.333, 0.503, 0.529
4, 51, 0.7864, 0.000, 0.494, 0.527
4, 52, 0.6667, 0.667, 0.497, 0.528
4, 53, 0.7012, 0.667, 0.500, 0.528
4, 54, 0.6904, 0.667, 0.503, 0.528
4, 55, 0.6850, 0.667, 0.506, 0.529
4, 56, 0.7144, 0.333, 0.503, 0.528
4, 57, 0.6727, 0.667, 0.506, 0.529
4, 58, 0.7101, 0.333, 0.503, 0.528
4, 59, 0.7183, 0.333, 0.500, 0.527
4, 60, 0.6698, 0.667, 0.503, 0.528
4, 61, 0.6588, 0.667, 0.505, 0.528
4, 62, 0.7951, 0.000, 0.497, 0.527
4, 63, 0.7274, 0.333, 0.495, 0.526
4, 64, 0.7276, 0.333, 0.492, 0.526
4, 65, 0.6703, 0.667, 0.495, 0.526
4, 66, 0.7073, 0.333, 0.493, 0.525
4, 67, 0.7100, 0.333, 0.490, 0.525
4, 68, 0.6705, 0.667, 0.493, 0.525
4, 69, 0.7024, 0.333, 0.490, 0.525
5, 0, 0.7064, 0.333, 0.333, 0.524
5, 1, 0.6752, 0.667, 0.500, 0.525
5, 2, 0.6873, 0.667, 0.556, 0.525
5, 3, 0.7140, 0.000, 0.417, 0.524
5, 4, 0.6829, 0.667, 0.467, 0.524
5, 5, 0.6912, 0.667, 0.500, 0.524
5, 6, 0.6905, 1.000, 0.571, 0.526
5, 7, 0.6918, 0.333, 0.542, 0.525
5, 8, 0.6974, 0.000, 0.481, 0.524
5, 9, 0.6684, 1.000, 0.533, 0.525
5, 10, 0.6895, 0.333, 0.515, 0.524
5, 11, 0.6934, 0.333, 0.500, 0.524
5, 12, 0.6901, 0.667, 0.513, 0.524
5, 13, 0.7061, 0.333, 0.500, 0.524
5, 14, 0.6946, 0.333, 0.489, 0.523
5, 15, 0.6945, 0.667, 0.500, 0.524
5, 16, 0.6986, 0.333, 0.490, 0.523
5, 17, 0.6895, 1.000, 0.519, 0.524
5, 18, 0.6725, 1.000, 0.544, 0.526
5, 19, 0.6681, 0.667, 0.550, 0.526
5, 20, 0.6995, 0.667, 0.556, 0.527
5, 21, 0.7031, 0.000, 0.530, 0.525
5, 22, 0.6952, 0.333, 0.522, 0.525
5, 23, 0.6646, 0.667, 0.528, 0.525
5, 24, 0.7133, 0.333, 0.520, 0.524
5, 25, 0.7016, 0.333, 0.513, 0.524
5, 26, 0.6708, 0.667, 0.519, 0.524
5, 27, 0.7061, 0.333, 0.512, 0.524
5, 28, 0.6690, 0.667, 0.517, 0.524
5, 29, 0.7306, 0.333, 0.511, 0.524
5, 30, 0.6902, 0.333, 0.505, 0.523
5, 31, 0.6788, 1.000, 0.521, 0.524
5, 32, 0.5717, 1.000, 0.535, 0.526
5, 33, 1.0370, 0.000, 0.520, 0.524
5, 34, 0.6511, 0.667, 0.524, 0.525
5, 35, 0.5559, 0.667, 0.528, 0.525
5, 36, 0.7922, 0.333, 0.523, 0.525
5, 37, 0.6909, 0.667, 0.526, 0.525
5, 38, 0.7549, 0.333, 0.521, 0.524
5, 39, 0.5379, 1.000, 0.533, 0.526
5, 40, 0.6457, 0.667, 0.537, 0.526
5, 41, 0.8106, 0.000, 0.524, 0.525
5, 42, 0.6560, 0.667, 0.527, 0.525
5, 43, 0.7074, 0.667, 0.530, 0.525
5, 44, 0.6868, 0.667, 0.533, 0.526
5, 45, 0.6932, 0.667, 0.536, 0.526
5, 46, 0.6562, 1.000, 0.546, 0.527
5, 47, 0.6570, 1.000, 0.556, 0.528
5, 48, 0.6597, 1.000, 0.565, 0.530
5, 49, 0.6688, 1.000, 0.573, 0.531
5, 50, 0.6761, 1.000, 0.582, 0.532
5, 51, 0.6319, 0.667, 0.583, 0.532
5, 52, 0.6224, 1.000, 0.591, 0.533
5, 53, 0.6995, 0.667, 0.593, 0.534
5, 54, 0.5948, 0.667, 0.594, 0.534
5, 55, 0.6017, 0.667, 0.595, 0.534
5, 56, 0.5874, 0.667, 0.596, 0.535
5, 57, 0.5041, 1.000, 0.603, 0.536
5, 58, 0.6201, 0.667, 0.605, 0.536
5, 59, 0.8785, 0.333, 0.600, 0.536
5, 60, 0.8144, 0.667, 0.601, 0.536
5, 61, 0.4878, 1.000, 0.608, 0.537
5, 62, 1.2504, 0.333, 0.603, 0.537
5, 63, 0.2692, 1.000, 0.609, 0.538
5, 64, 0.9216, 0.333, 0.605, 0.537
5, 65, 0.8140, 0.667, 0.606, 0.538
5, 66, 0.6558, 0.333, 0.602, 0.537
5, 67, 0.6939, 0.667, 0.603, 0.537
5, 68, 0.8200, 0.000, 0.594, 0.536
5, 69, 0.7156, 1.000, 0.600, 0.537
6, 0, 0.6930, 0.333, 0.333, 0.537
6, 1, 0.5973, 1.000, 0.667, 0.538
6, 2, 0.6396, 1.000, 0.778, 0.539
6, 3, 0.6544, 1.000, 0.833, 0.540
6, 4, 0.6977, 0.667, 0.800, 0.540
6, 5, 0.6614, 0.667, 0.778, 0.541
6, 6, 0.7240, 0.333, 0.714, 0.540
6, 7, 0.6618, 0.667, 0.708, 0.540
6, 8, 0.7037, 0.333, 0.667, 0.540
6, 9, 0.5018, 1.000, 0.700, 0.541
6, 10, 0.7701, 0.333, 0.667, 0.541
6, 11, 0.4633, 1.000, 0.694, 0.542
6, 12, 0.5917, 0.667, 0.692, 0.542
6, 13, 0.8483, 0.333, 0.667, 0.541
6, 14, 0.6356, 0.667, 0.667, 0.542
6, 15, 0.8488, 0.333, 0.646, 0.541
6, 16, 0.8133, 0.333, 0.627, 0.541
6, 17, 0.6190, 0.667, 0.630, 0.541
6, 18, 0.7039, 1.000, 0.649, 0.542
6, 19, 0.5677, 0.667, 0.650, 0.542
6, 20, 0.8430, 0.667, 0.651, 0.543
6, 21, 0.7459, 0.667, 0.652, 0.543
6, 22, 0.7415, 0.667, 0.652, 0.543
6, 23, 0.6341, 1.000, 0.667, 0.544
6, 24, 0.6534, 0.667, 0.667, 0.545
6, 25, 0.6224, 1.000, 0.679, 0.546
6, 26, 0.7078, 0.000, 0.654, 0.544
6, 27, 0.5519, 0.667, 0.655, 0.545
6, 28, 0.7669, 0.000, 0.632, 0.543
6, 29, 0.6545, 0.667, 0.633, 0.544
6, 30, 0.6976, 0.333, 0.624, 0.543
6, 31, 0.6691, 0.333, 0.615, 0.543
6, 32, 0.6000, 1.000, 0.626, 0.544
6, 33, 0.6607, 0.667, 0.627, 0.544
6, 34, 0.8018, 0.333, 0.619, 0.544
6, 35, 0.5279, 0.667, 0.620, 0.544
6, 36, 0.7310, 0.667, 0.622, 0.544
6, 37, 0.6090, 1.000, 0.632, 0.545
6, 38, 0.7073, 0.333, 0.624, 0.545
6, 39, 0.5840, 1.000, 0.633, 0.546
6, 40, 0.6800, 0.667, 0.634, 0.546
6, 41, 0.4842, 0.667, 0.635, 0.546
6, 42, 0.7208, 0.333, 0.628, 0.546
6, 43, 0.5707, 0.667, 0.629, 0.546
6, 44, 0.8212, 0.333, 0.622, 0.546
6, 45, 0.7898, 0.333, 0.616, 0.545
6, 46, 0.6088, 0.667, 0.617, 0.545
6, 47, 0.4558, 0.667, 0.618, 0.546
6, 48, 0.7800, 0.333, 0.612, 0.545
6, 49, 0.3325, 1.000, 0.620, 0.546
6, 50, 0.9007, 0.333, 0.614, 0.546
6, 51, 0.3761, 1.000, 0.622, 0.547
6, 52, 0.5743, 0.667, 0.623, 0.547
6, 53, 0.2505, 1.000, 0.630, 0.548
6, 54, 0.4958, 1.000, 0.636, 0.549
6, 55, 0.4924, 0.667, 0.637, 0.549
6, 56, 0.6129, 0.667, 0.637, 0.549
6, 57, 0.3305, 1.000, 0.644, 0.550
6, 58, 0.0986, 1.000, 0.650, 0.551
6, 59, 0.3051, 1.000, 0.656, 0.552
6, 60, 0.1498, 1.000, 0.661, 0.553
6, 61, 0.2889, 1.000, 0.667, 0.554
6, 62, 0.0658, 1.000, 0.672, 0.555
6, 63, 1.8468, 0.667, 0.672, 0.555
6, 64, 0.0449, 1.000, 0.677, 0.556
6, 65, 2.1331, 0.667, 0.677, 0.556
6, 66, 0.2223, 0.667, 0.677, 0.556
6, 67, 0.5981, 0.333, 0.672, 0.556
6, 68, 0.6241, 0.667, 0.671, 0.556
6, 69, 0.5298, 0.667, 0.671, 0.556
7, 0, 1.1390, 0.000, 0.000, 0.555
7, 1, 0.7059, 1.000, 0.500, 0.556
7, 2, 0.6106, 1.000, 0.667, 0.557
7, 3, 0.7069, 0.667, 0.667, 0.557
7, 4, 0.9210, 0.000, 0.533, 0.556
7, 5, 0.7199, 0.667, 0.556, 0.556
7, 6, 0.6104, 1.000, 0.619, 0.557
7, 7, 0.6225, 1.000, 0.667, 0.558
7, 8, 0.8797, 0.333, 0.630, 0.558
7, 9, 0.7437, 0.667, 0.633, 0.558
7, 10, 0.5792, 1.000, 0.667, 0.559
7, 11, 0.5734, 1.000, 0.694, 0.560
7, 12, 0.8267, 0.333, 0.667, 0.559
7, 13, 0.7819, 0.333, 0.643, 0.559
7, 14, 0.7208, 0.333, 0.622, 0.558
7, 15, 0.6376, 0.667, 0.625, 0.559
7, 16, 0.7666, 0.333, 0.608, 0.558
7, 17, 0.6695, 0.667, 0.611, 0.558
7, 18, 0.7400, 0.333, 0.596, 0.558
7, 19, 0.7816, 0.000, 0.567, 0.557
7, 20, 0.6578, 1.000, 0.587, 0.558
7, 21, 0.6963, 0.667, 0.591, 0.558
7, 22, 0.6767, 0.667, 0.594, 0.558
7, 23, 0.7104, 0.333, 0.583, 0.558
7, 24, 0.6531, 0.667, 0.587, 0.558
7, 25, 0.5698, 0.667, 0.590, 0.558
7, 26, 0.5090, 1.000, 0.605, 0.559
7, 27, 0.6278, 0.667, 0.607, 0.559
7, 28, 0.9974, 0.000, 0.586, 0.558
7, 29, 0.6319, 0.667, 0.589, 0.558
7, 30, 0.4290, 1.000, 0.602, 0.559
7, 31, 0.8342, 0.333, 0.594, 0.559
7, 32, 0.8403, 0.333, 0.586, 0.558
7, 33, 0.8258, 0.333, 0.578, 0.558
7, 34, 0.6535, 0.667, 0.581, 0.558
7, 35, 0.4827, 1.000, 0.593, 0.559
7, 36, 0.6313, 0.667, 0.595, 0.559
7, 37, 0.7828, 0.333, 0.588, 0.559
7, 38, 0.7788, 0.333, 0.581, 0.558
7, 39, 0.6293, 0.667, 0.583, 0.558
7, 40, 0.6390, 0.667, 0.585, 0.559
7, 41, 0.6327, 0.667, 0.587, 0.559
7, 42, 0.6664, 0.667, 0.589, 0.559
7, 43, 0.7415, 0.333, 0.583, 0.559
7, 44, 0.6587, 0.667, 0.585, 0.559
