Epoch, Batch, LR, Loss, BatchAccuracy, EpochAccuracy, TotalAccuracy, TestAccuracy
1, 39, 0.01, 2.3174, 0.000, 0.128, 0.128, 0.099
1, 40, 0.01, 2.3377, 0.000, 0.125, 0.125, 0.100
1, 41, 0.01, 2.4515, 0.000, 0.122, 0.122, 0.100
1, 42, 0.01, 2.2473, 0.333, 0.127, 0.127, 0.100
1, 43, 0.01, 2.2726, 0.000, 0.124, 0.124, 0.104
1, 44, 0.01, 2.2973, 0.000, 0.121, 0.121, 0.116
1, 45, 0.01, 2.3588, 0.333, 0.126, 0.126, 0.060
1, 46, 0.01, 2.2956, 0.000, 0.123, 0.123, 0.096
1, 47, 0.01, 2.3145, 0.000, 0.121, 0.121, 0.100
1, 48, 0.01, 2.3288, 0.000, 0.118, 0.118, 0.100
1, 49, 0.01, 2.3781, 0.000, 0.116, 0.116, 0.100
1, 50, 0.01, 2.3656, 0.000, 0.113, 0.113, 0.100
1, 51, 0.01, 2.3916, 0.000, 0.111, 0.111, 0.100
1, 52, 0.01, 2.2779, 0.000, 0.109, 0.109, 0.100
1, 53, 0.01, 2.3432, 0.000, 0.107, 0.107, 0.100
1, 54, 0.01, 2.3632, 0.000, 0.105, 0.105, 0.100
1, 55, 0.01, 2.3782, 0.000, 0.103, 0.103, 0.100
1, 56, 0.01, 2.1765, 0.667, 0.113, 0.113, 0.100
1, 57, 0.01, 2.2736, 0.333, 0.117, 0.117, 0.100
1, 58, 0.01, 2.3365, 0.000, 0.115, 0.115, 0.100
1, 59, 0.01, 2.2238, 0.333, 0.119, 0.119, 0.100
1, 60, 0.01, 2.3758, 0.000, 0.117, 0.117, 0.100
1, 61, 0.01, 2.3416, 0.000, 0.115, 0.115, 0.100
1, 62, 0.01, 2.2702, 0.000, 0.113, 0.113, 0.100
1, 63, 0.01, 2.2890, 0.000, 0.111, 0.111, 0.100
1, 64, 0.01, 2.2422, 0.333, 0.115, 0.115, 0.100
1, 65, 0.01, 2.3494, 0.000, 0.113, 0.113, 0.100
1, 66, 0.01, 2.3712, 0.000, 0.111, 0.111, 0.100
1, 67, 0.01, 2.3739, 0.000, 0.109, 0.109, 0.099
1, 68, 0.01, 2.2258, 0.333, 0.113, 0.113, 0.099
1, 69, 0.01, 2.3087, 0.000, 0.111, 0.111, 0.097
1, 70, 0.01, 2.2984, 0.000, 0.110, 0.110, 0.092
1, 71, 0.01, 2.2970, 0.333, 0.113, 0.113, 0.092
1, 72, 0.01, 2.2378, 0.333, 0.116, 0.116, 0.093
1, 73, 0.01, 2.3136, 0.000, 0.114, 0.114, 0.095
1, 74, 0.01, 2.2568, 0.333, 0.117, 0.117, 0.093
1, 75, 0.01, 2.2707, 0.333, 0.120, 0.120, 0.089
1, 76, 0.01, 2.2873, 0.333, 0.123, 0.123, 0.095
1, 77, 0.01, 2.2625, 0.333, 0.126, 0.126, 0.097
1, 78, 0.01, 2.3249, 0.000, 0.124, 0.124, 0.099
1, 79, 0.01, 2.4202, 0.000, 0.122, 0.122, 0.100
1, 80, 0.01, 2.2759, 0.333, 0.125, 0.125, 0.100
1, 81, 0.01, 2.2175, 0.000, 0.123, 0.123, 0.100
1, 82, 0.01, 2.2757, 0.000, 0.122, 0.122, 0.100
